x,y,seq,shape
579.9748,486.60855,1,0
580.0,504.8,2,0
579.8,486.9,3,0
265.97568,104.742874,1,2
277.1,114.9,2,2
306.5,107.0,3,2
332.5,108.4,4,2
362.0,103.6,5,2
402.7,111.8,6,2
406.4,116.8,7,2
413.7,111.6,8,2
417.4,115.3,9,2
425.0,110.7,10,2
425.2,114.3,11,2
423.1,118.0,12,3
424.8,115.5,13,3
191.9,682.4,1,5
191.9,719.3,2,5
195.6,723.0,3,5
195.8,730.8,4,5
192.09355,678.2134,5,5
191.9,682.4,6,5
96.046776,305.98254,1,7
96.0,321.1,2,7
95.9,306.1,3,7
238.8,638.1,1,9
234.5,641.8,2,9
230.8,697.1,3,9
225.3,706.3,4,9
191.4,682.4,1,11
191.4,719.3,2,11
195.8,732.2,3,11
192.09355,676.78827,4,11
191.4,682.4,5,11
191.6,682.4,1,13
191.5,719.3,2,13
195.8,731.7,3,13
192.09355,677.26337,4,13
191.6,682.4,5,13
191.8,682.4,1,15
191.7,719.3,2,15
195.3,723.0,3,15
195.8,731.3,4,15
192.09355,677.73846,5,15
191.8,682.4,6,15
203.2,720.1,1,17
191.7,759.8,2,17
202.8,719.3,3,18
209.7,715.6,4,18
211.1,704.5,5,18
206.9,701.0,6,18
199.5,702.3,7,18
199.5,722.1,8,18
192.0,818.9,9,19
198.0,874.2,10,19
195.8,900.0,11,19
273.3639,113.17945,1,21
277.1,116.2,2,21
306.6,108.5,3,21
332.5,109.4,4,21
343.6,103.3,5,21
265.97568,104.10735,1,23
277.1,114.1,2,23
306.6,106.3,3,23
332.5,107.8,4,23
362.0,101.5,5,23
365.7,105.4,6,23
380.5,109.0,7,23
384.2,106.0,8,23
399.0,111.9,9,23
406.4,108.3,10,23
409.1,114.3,11,24
413.4,110.7,12,24
265.97568,105.06064,1,26
277.1,115.3,2,26
306.6,107.3,3,26
332.5,108.7,4,26
362.0,104.1,5,26
380.5,109.5,6,26
384.8,107.0,7,26
406.4,117.0,8,26
413.7,112.5,9,26
417.4,115.7,10,26
424.8,111.9,11,26
422.6,118.0,12,26
265.97568,104.42512,1,28
277.1,114.4,2,28
306.6,106.6,3,28
332.5,108.1,4,28
362.0,102.8,5,28
380.5,109.2,6,28
384.2,106.2,7,28
399.0,112.2,8,28
402.7,110.7,9,28
406.4,116.6,10,28
413.7,110.7,11,28
417.4,114.9,12,28
424.8,110.2,13,28
425.5,114.3,14,28
423.6,118.0,15,29
424.8,116.2,16,29
239.1,638.1,1,31
234.7,641.8,2,31
231.0,697.1,3,31
225.3,706.5,4,31
239.5,638.1,1,33
234.9,641.8,2,33
231.2,697.1,3,33
225.3,706.8,4,33
238.2,638.1,1,35
234.0,641.8,2,35
233.8,675.0,3,35
230.3,697.1,4,35
225.3,705.9,5,35
484.2,590.2,1,37
483.6,590.2,2,37
497.1,601.2,3,38
495.0,599.6,4,38
313.99908,737.44916,1,40
314.0,753.3,2,40
313.7,737.7,3,40
515.6,656.6,1,42
513.48083,653.1577,2,42
512.4,656.6,3,42
530.8,704.5,4,43
518.4,663.9,5,43
515.2,656.6,1,45
513.48083,653.7243,2,45
512.6,656.6,3,45
531.0,704.5,4,46
518.8,663.9,5,46
514.9,656.6,1,48
513.48083,654.2909,2,48
512.7,656.6,3,48
531.2,704.5,4,49
519.2,663.9,5,49
273.4,26.9,1,51
296.4,25.8,2,51
270.9,25.8,3,51
273.4,26.9,4,51
265.97568,103.78959,1,53
277.1,113.8,2,53
306.6,106.0,3,53
317.7,108.6,4,53
347.2,103.3,5,53
354.6,105.1,6,53
362.0,100.2,7,53
365.7,105.2,8,53
380.5,108.8,9,53
384.2,105.7,10,53
399.0,111.6,11,53
402.7,110.0,12,53
408.9,114.3,13,54
413.1,110.7,14,54
96.046776,305.7668,1,56
96.0,321.3,2,56
95.7,306.1,3,56
502.3985,154.78279,1,58
517.2,154.9,2,58
502.4,155.1,3,58
291.8,588.7,1,60
271.2,608.6,2,60
295.5,585.4,3,61
295.5,588.0,4,61
238.5,638.1,1,63
234.2,641.8,2,63
233.5,678.7,3,63
230.5,697.1,4,63
225.3,706.1,5,63
484.5,590.2,1,65
483.3,590.2,2,65
497.8,601.2,3,66
495.0,599.1,4,66
431.6,239.8,1,68
424.8,236.2,2,68
418.6,243.4,3,68
420.4,250.8,4,68
415.0,254.5,5,68
421.1,258.5,6,68
413.4,258.2,7,68
376.8,239.9,8,68
358.3,236.2,9,68
347.1,239.8,10,68
339.9,233.7,11,68
291.8,236.4,12,68
288.1,239.9,13,68
258.6,239.9,14,68
247.5,244.8,15,68
244.7,250.8,16,68
240.1,251.1,17,68
218.3,269.3,18,68
436.5,254.5,19,69
443.3,248.4,20,69
448.6,247.1,21,70
442.7,247.1,22,70
441.6,243.4,23,71
447.0,241.5,24,71
454.4,245.5,25,71
465.5,242.4,26,71
464.3,247.1,27,71
468.6,254.5,28,71
472.8,249.2,29,71
476.0,250.8,30,71
473.4,254.5,31,71
476.5,255.4,32,71
483.4,254.5,33,71
481.0,250.8,34,71
487.6,241.5,35,71
501.3,250.8,36,72
502.4,249.7,37,72
482.0,239.8,38,73
486.4,239.8,39,73
438.0,247.1,40,74
439.6,245.6,41,74
432.8,261.9,42,75
433.9,258.2,43,75
336.2,350.8,1,77
350.2,350.4,2,77
333.6,350.4,3,77
336.2,350.8,4,77
554.1,424.2,1,79
532.0,398.7,2,79
516.8,383.6,3,80
521.7,383.6,4,80
518.2,387.3,5,80
529.0,391.0,1,82
527.8,391.0,2,82
543.0,405.8,3,83
531.6,394.7,4,83
181.01123,585.99207,1,85
180.6,586.5,2,85
192.1,574.9,3,86
192.1,576.1,4,86
291.8,588.4,1,88
270.8,608.6,2,88
295.5,585.2,3,89
295.5,588.2,4,89
579.9748,490.1519,1,91
580.0,502.0,2,91
579.8,490.6,3,91
477.2,616.0,1,93
475.1,616.0,2,93
490.6,627.0,3,94
491.3,625.6,4,94
505.9,641.8,5,95
523.5,663.9,6,95
532.6,682.4,7,95
535.6,685.8,8,95
539.3,684.7,9,95
543.0,678.9,10,95
539.3,681.3,11,95
536.8,678.7,12,96
539.3,676.3,13,96
542.8,678.7,14,96
502.4,633.3,15,97
498.7,630.3,16,97
491.3,622.9,17,98
490.9,623.4,18,98
485.1,623.4,19,99
480.5,619.7,20,99
514.5,656.6,1,101
512.9,656.6,2,101
531.4,704.5,3,102
528.3,690.7,4,102
528.3,688.8,5,103
524.0,686.1,6,103
519.7,663.9,7,103
514.2,656.6,1,105
513.1,656.6,2,105
531.6,704.5,3,106
528.3,691.6,4,106
528.3,687.9,5,107
524.2,686.1,6,107
520.1,663.9,7,107
273.4,27.2,1,109
296.6,25.8,2,109
270.4,25.8,3,109
273.4,27.2,4,109
313.99908,50.42498,1,111
312.1,51.6,2,111
325.1,40.2,3,112
325.1,41.5,4,112
294.2,472.1,1,114
290.7,472.1,2,114
314.0,519.2,3,115
306.6,514.8,4,115
529.4,391.0,1,117
527.6,391.0,2,117
543.0,406.1,3,118
531.3,394.7,4,118
184.7,583.0,1,120
180.8,586.5,2,120
188.4,579.3,3,120
184.7,583.0,4,120
181.3,586.5,5,121
180.8,586.5,6,121
191.7,575.4,7,122
188.4,578.8,8,122
192.1,575.1,9,122
528.25726,386.1912,1,124
568.9,386.6,2,124
572.6,382.9,3,124
576.0,387.3,4,124
574.5,468.4,1,126
577.4,431.6,2,126
580.3,427.9,3,126
576.3,397.9,4,126
575.3,413.1,5,126
571.4,416.8,6,126
575.5,431.6,7,126
575.3,450.0,8,126
572.1,453.7,9,126
574.4,461.1,10,126
572.0,475.8,11,127
572.6,466.6,12,127
573.6,468.4,1,129
576.5,464.8,2,129
576.8,431.6,3,129
580.2,427.9,4,129
576.3,398.1,5,129
575.8,413.1,6,129
572.0,416.8,7,129
575.7,427.9,8,129
575.8,450.0,9,129
572.4,453.7,10,129
575.4,461.1,11,129
572.3,475.8,12,130
572.6,467.5,13,130
350.9,615.9,1,132
354.6,612.3,2,132
339.85782,626.9099,3,132
336.2,627.0,4,132
354.6,611.4,5,133
358.3,608.6,6,133
370.3,627.0,1,135
369.2,627.0,2,135
365.7,630.6,3,136
369.4,627.3,4,136
355.4,638.1,5,136
251.2,694.4,1,138
256.1,686.1,2,138
252.4,682.4,3,138
254.9,670.4,4,138
260.2,667.6,5,139
258.6,661.3,6,139
258.8,660.2,7,140
262.3,656.8,8,140
263.1,656.6,9,141
261.7,656.6,10,141
243.8,708.1,11,142
240.1,719.4,12,142
237.1,715.6,13,142
243.8,698.2,14,142
251.9,689.8,1,144
251.2,672.1,2,144
250.8,689.8,3,144
191.0,682.4,1,146
191.0,719.3,2,146
195.8,733.1,3,146
197.0,711.9,4,146
192.09355,675.83826,5,146
191.0,682.4,6,146
191.2,682.4,1,148
191.2,719.3,2,148
195.8,732.7,3,148
196.8,711.9,4,148
192.09355,676.31323,5,148
191.2,682.4,6,148
484.8,590.2,1,150
483.0,590.2,2,150
498.4,601.2,3,151
495.0,598.6,4,151
488.0,604.9,1,153
483.5,604.9,2,153
511.1,638.1,3,154
506.1,635.8,4,154
345.0,723.0,1,156
343.6,718.8,2,156
342.0,711.9,3,157
339.9,706.9,4,157
273.4,27.4,1,159
295.5,28.4,2,159
296.8,25.8,3,159
269.9,25.8,4,159
273.4,27.4,5,159
194.92078,140.16393,1,161
195.8,142.9,2,161
210.6,140.7,3,161
221.6,133.5,4,161
236.4,133.4,5,161
247.5,122.9,6,161
267.2,118.0,7,161
270.3,114.3,8,161
260.2,107.0,9,161
262.3,100.2,10,161
277.1,111.6,11,161
288.1,111.2,12,161
306.6,104.1,13,161
317.7,106.6,14,161
343.6,103.9,15,161
347.2,100.7,16,161
354.6,103.8,17,161
359.5,99.6,18,161
359.2,92.2,19,161
194.63182,140.16393,1,163
195.8,143.8,2,163
210.6,140.9,3,163
221.6,133.7,4,163
236.4,133.7,5,163
247.5,123.2,6,163
267.7,118.0,7,163
270.5,114.3,8,163
260.7,107.0,9,163
262.3,100.4,10,163
277.1,111.9,11,163
288.1,111.4,12,163
306.6,104.4,13,163
317.7,107.1,14,163
343.6,104.1,15,163
347.2,101.1,16,163
354.6,104.0,17,163
359.8,99.6,18,163
359.5,92.2,19,163
158.84659,205.91934,1,165
158.3,206.6,2,165
162.9,202.9,3,166
169.9,192.2,4,166
162.0,202.9,5,166
170.8,191.8,6,167
169.8,191.8,7,167
339.9,350.6,1,169
348.4,350.4,2,169
336.2,350.4,3,169
339.9,350.6,4,169
158.7,457.4,1,171
158.8,462.3,2,171
158.84659,450.41397,3,171
158.7,457.4,4,171
554.0,284.0,1,173
554.2,291.4,2,173
554.116,277.83078,3,173
554.0,284.0,4,173
554.116,327.89447,1,175
554.1,336.9,2,175
554.0,328.3,3,175
181.01123,585.7406,1,177
180.4,586.5,2,177
192.1,574.6,3,178
192.1,576.4,4,178
531.4,391.0,1,180
526.4,391.0,2,180
554.1,418.6,3,181
530.3,394.7,4,181
517.6,387.3,1,183
517.0,387.3,2,183
535.4,409.4,3,184
539.3,411.8,4,184
547.4,416.8,5,185
543.0,412.0,6,185
539.3,408.1,7,186
535.6,403.7,8,186
495.3,121.7,1,188
495.0,117.8,2,188
486.6,118.0,3,188
498.4,129.1,4,189
505.9,140.2,5,189
513.5,139.1,6,189
520.9,148.5,7,189
528.3,148.0,8,189
536.9,154.9,9,189
528.3,156.3,10,189
526.1,162.3,11,189
528.3,164.2,12,189
532.0,160.5,13,189
539.3,163.4,14,189
541.9,166.0,15,189
539.3,170.1,16,189
543.8,169.7,17,189
546.7,163.4,18,189
553.3,166.0,19,189
546.3,180.7,20,189
546.0,191.8,21,189
549.0,195.5,22,189
540.9,202.9,23,189
543.0,210.4,24,189
550.4,236.1,25,190
557.2,243.4,26,190
560.6,258.2,27,190
557.0,261.9,28,190
561.1,265.6,29,190
568.9,266.2,30,190
598.4,280.5,31,190
605.8,280.5,32,190
620.4,291.4,33,190
620.4,302.5,34,190
613.0,324.6,35,190
605.6,335.7,36,190
601.8,357.8,37,190
575.8,391.0,38,190
583.7,490.2,39,191
586.8,520.1,40,191
590.6,523.8,41,191
586.8,527.5,42,191
587.1,542.2,43,191
583.5,549.6,44,191
586.6,560.7,45,191
583.5,564.3,46,191
586.0,575.4,47,191
583.0,579.1,48,191
585.6,582.8,49,191
582.9,586.5,50,191
583.5,608.6,51,191
586.7,612.3,52,191
583.5,616.0,53,191
579.4,663.9,54,191
571.6,667.6,55,191
575.5,675.0,56,191
568.9,685.6,57,191
565.2,676.6,58,191
561.1,682.4,59,191
556.7,700.8,60,192
551.6,704.5,61,192
554.5,715.6,62,193
551.0,711.9,63,193
553.6,708.2,64,193
539.3,730.2,65,194
535.6,733.6,66,194
535.6,741.7,67,194
550.2,770.9,68,194
557.8,778.5,69,194
598.4,800.6,70,194
616.7,818.9,71,194
628.0,819.0,72,194
657.6,829.9,73,194
557.8,678.5,74,195
552.8,678.7,75,195
557.8,679.1,76,195
572.7,383.6,77,196
568.9,387.1,78,196
550.8,387.3,79,196
548.9,391.0,80,196
556.5,394.7,81,197
560.4,394.7,82,197
561.5,402.6,83,197
565.2,396.0,84,197
570.2,398.4,85,197
572.6,388.1,86,197
546.7,387.1,87,198
528.1,387.3,88,198
539.3,391.2,89,198
546.7,388.9,90,198
546.7,208.0,91,199
549.0,210.2,92,199
546.7,212.5,93,199
491.1,121.7,94,200
495.0,122.4,95,200
509.7787,143.85245,1,202
513.5,140.4,2,202
520.9,149.4,3,202
531.2,151.2,4,202
524.3,162.3,5,203
528.2,166.0,6,203
532.0,162.3,7,203
539.3,164.6,8,203
539.3,170.6,9,203
543.0,171.3,10,203
546.7,165.2,11,203
552.4,166.0,12,203
546.8,173.4,13,203
545.2,191.8,14,203
547.6,195.5,15,203
539.3,202.7,16,203
543.0,213.0,17,203
579.9,273.0,18,204
613.2,284.3,19,204
620.2,291.4,20,204
620.2,302.5,21,204
613.0,317.2,22,204
612.9,324.6,23,204
605.5,335.7,24,204
601.4,357.8,25,204
574.9,391.0,26,204
580.0,405.7,27,205
583.3,427.9,28,205
579.0,472.1,29,205
580.0,480.1,30,205
586.4,486.9,31,205
583.4,498.0,32,205
586.2,520.1,33,205
590.2,523.8,34,205
586.2,527.5,35,205
586.8,542.2,36,205
583.3,549.6,37,205
585.8,560.7,38,205
582.1,586.5,39,205
586.0,612.3,40,205
578.9,663.9,41,205
570.6,667.6,42,205
574.5,675.0,43,205
571.6,682.4,44,205
568.9,684.9,45,205
566.3,682.4,46,205
565.4,671.3,47,205
560.6,682.4,48,205
546.7,711.8,49,206
543.5,726.6,50,206
533.2,737.7,51,206
550.0,770.9,52,206
557.8,778.6,53,206
598.4,800.8,54,206
616.9,819.2,55,206
628.0,819.2,56,206
657.6,829.9,57,206
557.8,678.4,58,207
551.5,678.7,59,207
557.8,679.6,60,207
572.9,383.6,61,208
568.9,387.0,62,208
527.6,387.3,63,208
550.4,392.0,64,208
561.5,403.6,65,208
565.2,397.8,66,208
571.5,398.4,67,208
569.7,394.7,68,208
572.6,388.9,69,208
546.7,209.4,70,209
546.7,211.1,71,209
575.5,468.4,1,211
577.2,435.2,2,211
580.5,427.9,3,211
576.3,397.7,4,211
574.8,413.1,5,211
570.8,416.8,6,211
575.1,431.6,7,211
573.4,461.1,8,211
571.7,475.8,9,212
572.6,465.6,10,212
325.1,665.5,1,214
318.7,671.3,2,214
319.4,704.5,3,214
327.3,660.2,4,215
328.8,648.0,5,215
330.6,641.8,6,216
332.5,639.0,7,216
330.4,634.4,8,217
332.5,632.3,9,217
336.2,628.7,10,218
336.2,632.0,11,218
190.8,682.4,1,220
190.8,719.3,2,220
195.8,733.6,3,220
197.2,711.9,4,220
192.09355,675.3632,5,220
190.8,682.4,6,220
212.5,734.0,1,222
210.3,737.7,2,222
214.3,735.6,3,222
213.5,730.3,4,223
214.3,729.5,5,223
216.6,723.0,6,224
218.0,721.3,7,224
220.2,715.6,8,225
234.2,704.5,9,225
241.0,689.8,10,225
236.8,686.1,11,225
241.4,675.0,12,225
240.1,654.7,13,225
246.6,656.6,14,226
243.8,655.4,15,226
241.8,649.2,16,227
241.6,641.8,17,227
387.8812,656.29913,1,229
387.9,667.1,2,229
387.5,656.6,3,229
232.7,742.9,1,231
227.8,748.8,2,231
233.1,756.1,3,231
235.1,737.7,4,232
236.4,735.5,5,232
240.1,740.0,6,232
243.8,739.0,7,232
247.5,732.3,8,232
260.9,723.0,9,232
261.2,708.2,10,232
267.9,704.5,11,232
268.3,693.4,12,232
277.1,683.9,13,232
278.6,682.4,14,233
277.1,680.0,15,233
275.6,682.4,16,233
554.5,593.9,1,235
553.7,593.9,2,235
566.2,601.2,3,236
557.8,596.6,4,236
335.94855,700.81964,1,238
336.2,705.6,2,238
351.8,734.0,3,239
350.9,733.2,4,239
345.6,723.0,5,240
343.6,717.9,6,240
343.6,712.2,7,241
339.9,706.2,8,241
313.9,745.1,1,243
314.0,751.4,2,243
313.99908,739.0476,3,243
313.9,745.1,4,243
313.7,745.1,1,245
314.0,752.5,2,245
313.99908,738.63513,3,245
313.7,745.1,4,245
343.3,752.5,1,247
343.6,761.2,2,247
343.5519,747.36426,3,247
343.3,752.5,4,247
321.4,767.2,1,249
325.1,763.6,2,249
317.2,770.9,3,249
243.8,760.8,1,251
245.1,767.2,2,251
240.11693,768.05835,3,251
239.2,774.6,4,251
243.8,772.8,5,251
258.6,786.2,6,251
265.0,785.7,7,252
266.0,779.4,8,252
259.1,782.0,9,252
260.3,774.6,10,253
262.3,770.0,11,253
258.1,770.9,12,253
254.9,766.5,13,254
251.3,767.2,14,254
251.9,763.5,15,254
251.2,763.1,16,255
251.2,767.1,17,255
299.2,803.8,18,256
295.5,805.7,19,256
288.1,800.9,20,256
284.4,802.4,21,256
282.3,811.5,22,256
295.5,814.8,23,256
332.5,810.0,24,256
338.5,815.2,25,256
334.7,822.5,26,256
331.4,818.9,27,257
334.0,818.9,28,257
351.7,833.6,29,258
373.1,837.2,30,258
374.2,841.0,31,258
367.6,844.7,32,258
365.7,839.0,33,259
367.7,841.0,34,259
530.42773,737.7049,1,261
544.9,759.8,2,261
545.7,767.2,3,261
557.8,780.1,4,261
598.4,802.3,5,261
616.9,820.7,6,261
628.0,820.7,7,261
653.9,831.8,8,261
657.6,829.9,9,261
583.6689,793.8732,1,263
598.4,801.5,2,263
616.9,820.0,3,263
628.0,820.0,4,263
653.9,831.0,5,263
657.6,829.9,6,263
265.97568,27.835238,1,265
263.8,29.5,2,265
269.7,25.3,3,266
297.2,25.8,4,266
295.5,29.2,5,266
269.7,26.8,6,266
269.7,25.6,1,268
297.0,25.8,2,268
295.5,28.8,3,268
269.7,26.2,4,268
264.1,29.5,5,268
313.99908,50.093796,1,270
311.6,51.6,2,270
325.1,39.8,3,271
325.1,42.3,4,271
195.49867,140.16393,1,273
210.6,140.3,2,273
221.6,133.0,3,273
236.4,133.0,4,273
247.5,122.1,5,273
266.0,118.2,6,273
269.7,114.2,7,273
259.1,107.0,8,273
262.3,99.8,9,273
277.1,111.0,10,273
288.1,110.8,11,273
306.6,103.6,12,273
343.6,103.5,13,273
347.2,100.0,14,273
354.6,103.5,15,273
358.7,99.6,16,273
358.6,92.2,17,273
195.20975,140.16393,1,275
210.6,140.5,2,275
221.6,133.3,3,275
236.4,133.2,4,275
247.5,122.5,5,275
266.8,118.0,6,275
270.1,114.3,7,275
259.6,107.0,8,275
262.3,100.0,9,275
277.1,111.3,10,275
288.1,111.0,11,275
306.6,103.8,12,275
343.6,103.7,13,275
347.2,100.3,14,275
354.6,103.6,15,275
359.1,99.6,16,275
358.9,92.2,17,275
184.70534,126.691376,1,277
195.8,125.9,2,277
209.2,132.8,3,277
194.1,136.5,4,277
195.8,144.5,5,277
210.6,141.5,6,277
221.6,134.5,7,277
236.4,134.4,8,277
247.5,124.4,9,277
268.9,118.0,10,277
271.2,114.3,11,277
262.3,107.0,12,277
262.3,101.1,13,277
277.1,112.8,14,277
288.1,111.9,15,277
306.6,105.2,16,277
317.7,107.8,17,277
347.2,102.2,18,277
354.6,104.6,19,277
361.0,99.6,20,277
362.0,90.5,21,277
365.7,104.6,22,277
402.7,109.1,23,277
408.1,114.3,24,278
412.2,110.7,25,278
184.70534,126.87653,1,280
195.8,126.2,2,280
209.0,132.8,3,280
193.8,136.5,4,280
195.8,144.8,5,280
210.6,141.6,6,280
221.6,134.7,7,280
236.4,134.6,8,280
247.5,124.8,9,280
269.3,118.0,10,280
271.4,114.3,11,280
262.3,106.6,12,280
262.3,101.3,13,280
277.1,113.1,14,280
288.1,112.1,15,280
306.6,105.5,16,280
317.7,108.1,17,280
347.2,102.5,18,280
354.6,104.8,19,280
361.4,99.6,20,280
362.0,90.8,21,280
365.7,104.8,22,280
402.7,109.4,23,280
408.4,114.3,24,281
412.5,110.7,25,281
184.70534,126.321075,1,283
195.8,125.4,2,283
209.6,132.8,3,283
194.6,136.5,4,283
195.8,144.1,5,283
210.6,141.1,6,283
221.6,134.0,7,283
236.4,133.9,8,283
247.5,123.6,9,283
268.1,118.0,10,283
270.8,114.3,11,283
261.2,107.0,12,283
259.6,103.3,13,283
262.3,100.6,14,283
277.1,112.2,15,283
288.1,111.6,16,283
306.6,104.7,17,283
317.7,107.4,18,283
347.2,101.4,19,283
354.6,104.2,20,283
360.2,99.6,21,283
362.0,89.9,22,283
366.5,88.5,23,284
365.7,81.7,24,284
364.9,88.5,25,284
381.7,107.0,26,285
384.2,104.5,27,285
402.7,108.5,28,285
407.6,114.3,29,286
411.6,110.7,30,286
162.3,202.9,1,288
166.2,196.4,2,288
159.2,206.6,3,288
184.70534,126.50622,1,290
195.8,125.7,2,290
209.4,132.8,3,290
194.3,136.5,4,290
195.8,144.3,5,290
210.6,141.3,6,290
221.6,134.2,7,290
236.4,134.1,8,290
247.5,124.0,9,290
268.5,118.0,10,290
271.0,114.3,11,290
261.8,107.0,12,290
262.3,100.9,13,290
277.1,112.5,14,290
306.6,104.9,15,290
317.7,107.6,16,290
347.2,101.8,17,290
354.6,104.4,18,290
360.6,99.6,19,290
360.1,92.2,20,290
365.9,88.5,21,290
365.7,82.4,22,290
365.6,88.5,23,290
381.9,107.0,24,291
384.2,104.7,25,291
399.0,110.3,26,291
402.7,108.8,27,291
407.9,114.3,28,292
411.9,110.7,29,292
69.8,243.4,1,294
70.2,248.5,2,294
81.3,225.9,3,294
81.3,217.2,4,294
69.8,243.4,5,294
66.49392,250.60727,1,296
81.3,216.3,2,296
84.8,221.3,3,296
75.1,236.1,4,296
66.5,259.3,5,296
66.3,250.8,6,296
169.92891,226.13287,1,298
167.5,228.7,2,298
173.6,222.6,3,299
177.3,218.8,4,299
181.0,214.3,5,300
192.1,207.2,6,300
195.8,205.6,7,301
200.0,206.6,8,301
195.8,207.6,9,301
390.4,29.5,1,303
370.0,29.5,2,303
376.8,35.8,3,303
380.5,35.2,4,303
428.5,42.6,5,304
421.1,45.1,6,304
396.7,36.9,7,305
417.4,40.6,8,305
265.97568,103.471825,1,307
277.1,113.5,2,307
306.6,105.8,3,307
317.7,108.3,4,307
347.2,102.9,5,307
354.6,104.9,6,307
361.8,99.6,7,307
362.0,91.1,8,307
365.7,105.0,9,307
402.7,109.7,10,307
408.6,114.3,11,308
412.8,110.7,12,308
395.26944,32.989544,1,310
424.8,36.7,2,310
432.5,40.6,3,310
417.4,40.9,4,310
413.7,37.3,5,310
394.9,33.2,6,310
413.74,101.434425,1,312
414.1,103.3,2,312
417.4,99.9,3,313
421.1,74.8,4,313
415.6,99.6,5,313
95.3,309.8,1,315
96.0,321.6,2,315
96.046776,305.5511,3,315
95.3,309.8,4,315
529.8,391.0,1,317
527.3,391.0,2,317
543.0,406.3,3,318
531.1,394.7,4,318
181.01123,585.4891,1,320
180.2,586.5,2,320
192.1,574.3,3,321
192.1,576.7,4,321
232.72873,602.2907,1,323
229.0,608.6,2,323
235.9,597.5,3,324
240.1,593.6,4,324
498.7,542.2,1,326
491.3,539.2,2,326
487.6,542.9,3,326
476.5,527.8,4,326
472.6,531.1,5,326
469.2,527.7,6,326
435.9,527.6,7,326
432.2,524.2,8,326
424.6,527.5,9,326
421.1282,520.5174,10,326
417.4,527.9,11,326
461.76334,534.77106,1,328
470.0,534.8,2,328
461.8,535.0,3,328
306.61087,622.2215,1,330
303.4,623.4,2,330
319.0,619.7,3,331
328.8,613.0,4,331
329.4,612.3,5,332
332.5,609.4,6,332
333.0,608.6,7,333
332.0,608.6,8,333
321.4,614.4,9,334
308.8,619.7,10,334
362.0,604.6,1,336
365.7,601.5,2,336
358.7,608.6,3,336
354.6,605.3,4,336
347.2,609.1,5,336
339.9,623.7,6,336
332.5,623.6,7,336
321.8,634.4,8,336
365.7,601.0,9,337
369.6,601.2,10,337
365.7,601.5,11,337
364.5,601.2,1,339
369.4,598.6,2,339
370.5,601.2,3,339
358.3,609.4,4,339
354.6,606.5,5,339
350.9,611.3,6,339
347.2,610.7,7,339
347.5,616.0,8,339
339.9,624.5,9,339
332.5,624.4,10,339
323.2,634.4,11,339
364.2,601.2,1,341
369.4,597.9,2,341
370.7,601.2,3,341
358.3,609.6,4,341
354.6,606.9,5,341
350.9,612.0,6,341
347.2,611.2,7,341
347.9,616.0,8,341
339.9,624.8,9,341
332.5,624.6,10,341
323.7,634.4,11,341
238.8,645.5,1,343
236.4,641.8,2,343
240.1,640.5,3,343
236.7,656.6,4,343
240.6,671.3,5,343
237.0,678.7,6,343
384.1871,617.8992,1,345
382.7,619.7,2,345
395.1,608.6,3,346
395.3,610.3,4,346
579.6,494.3,1,348
580.0,502.4,2,348
579.9748,489.6516,3,348
579.6,494.3,4,348
369.0,627.0,1,350
366.0,630.7,2,350
373.1,624.1,3,350
377.6,623.4,4,351
380.5,618.1,5,351
381.0,616.0,6,352
380.3,616.0,7,352
354.6,639.9,8,353
358.3,633.2,9,353
362.0,634.0,10,353
325.1,665.1,1,355
319.6,667.6,2,355
327.0,660.2,3,356
328.8,647.8,4,356
330.2,641.8,5,357
332.5,638.4,6,357
328.8,640.5,7,357
330.0,634.4,8,358
332.5,631.8,9,358
336.2,628.3,10,359
336.2,632.2,11,359
323.0,704.5,12,360
324.2,693.4,13,360
214.2582,729.9279,1,362
212.9,734.0,2,362
216.9,723.0,3,363
218.0,721.7,4,363
220.5,715.6,5,364
234.4,704.5,6,364
241.2,689.8,7,364
237.1,686.1,8,364
241.6,675.0,9,364
240.1,655.1,10,364
247.0,656.6,11,365
243.8,655.2,12,365
242.1,649.2,13,366
241.8,641.8,14,366
488.0,593.9,1,368
487.2,593.9,2,368
494.8,601.2,3,369
495.0,600.7,4,369
488.3,593.9,1,371
487.0,593.9,2,371
496.4,601.2,3,372
495.0,600.2,4,372
443.29285,637.9474,1,374
447.0,645.7,2,374
443.1,638.1,3,374
218.0,744.0,1,376
214.3,750.2,2,376
221.6,740.6,3,377
225.3,724.8,4,377
225.8,723.0,5,378
224.0,723.0,6,378
487.6,626.3,1,380
480.23386,619.74304,2,380
479.3,623.4,3,380
483.9,628.0,4,380
498.4,634.4,5,381
502.4,635.9,6,381
506.1,641.6,7,382
521.5,660.2,8,382
535.6,685.1,9,382
540.0,682.4,10,382
536.5,678.7,11,382
539.3,676.1,12,382
557.8,681.2,13,382
502.4,633.5,14,383
498.9,630.7,15,383
549.5,671.3,1,385
545.8,663.9,2,385
542.8,660.2,3,386
543.3,660.2,4,386
546.7278,663.75085,1,388
550.8,671.3,2,388
546.5,663.9,3,388
474.1,704.5,1,390
471.6,704.5,2,390
487.0,719.3,3,391
476.8,708.2,4,391
546.7278,685.94806,1,393
546.7,693.7,2,393
546.6,686.1,3,393
568.89246,800.35724,1,395
577.2,800.4,2,395
568.9,800.5,3,395
435.9,890.8,1,397
421.1,900.0,2,397
442.7,888.9,3,398
