longitude,latitude,area,type
-2.041,51.708,3123,graveyard
-0.919,54.247,1825,graveyard
0.768,52.820,2527,graveyard
-1.781,51.953,1126,graveyard
-0.847,51.415,3620,graveyard
-1.998,55.700,6946,graveyard
-1.482,54.594,4938,graveyard
-2.534,53.810,12952,graveyard
-4.648,51.796,1454,graveyard
-3.147,51.854,3931,graveyard
-0.617,51.204,207,graveyard
-0.217,50.966,1828,graveyard
-0.218,50.965,710,graveyard
1.195,52.679,5718,graveyard
0.277,52.718,5457,graveyard
1.086,52.822,2921,graveyard
0.946,52.865,2490,graveyard
1.001,52.624,3573,graveyard
1.255,52.853,2168,graveyard
0.622,52.963,2704,graveyard
0.815,52.812,3147,graveyard
-1.739,53.217,1984,graveyard
-2.917,51.986,2481,graveyard
-0.875,54.225,2281,graveyard
0.010,50.891,6124,graveyard
-1.650,53.052,2337,graveyard
-2.232,53.234,3887,graveyard
-0.523,50.949,1208,graveyard
-2.412,51.154,1528,graveyard
-2.327,51.128,4034,graveyard
0.703,52.503,3843,graveyard
1.388,52.898,4418,graveyard
-0.724,53.679,3110,graveyard
1.301,52.796,2748,graveyard
-0.966,54.369,4968,graveyard
-3.316,50.942,3843,graveyard
-1.069,52.278,3054,graveyard
-1.118,52.268,5157,graveyard
0.528,50.942,8955,graveyard
0.539,51.008,2450,graveyard
1.136,51.253,1381,graveyard
1.537,52.654,5796,graveyard
-1.463,51.835,1880,graveyard
-1.508,51.251,1418,graveyard
-1.398,53.077,788,graveyard
-3.605,50.738,783,graveyard
-2.506,52.952,3363,graveyard
1.055,52.650,2566,graveyard
1.055,52.650,887,graveyard
0.772,52.766,2454,graveyard
-3.103,56.488,2652,graveyard
-3.167,51.638,6417,graveyard
0.248,52.521,7333,graveyard
-2.192,51.053,1688,graveyard
1.190,52.907,3547,graveyard
-1.161,53.377,2854,graveyard
-2.503,53.293,12498,graveyard
1.053,52.580,4410,graveyard
-2.552,53.074,8293,graveyard
0.341,52.704,4479,graveyard
0.552,52.462,5810,graveyard
-4.105,50.685,4501,graveyard
-0.411,53.782,6672,graveyard
0.745,52.411,3952,graveyard
-3.991,50.393,1568,graveyard
0.458,52.826,4780,graveyard
1.349,52.419,1679,graveyard
-0.524,54.347,2045,graveyard
-1.408,54.043,277,graveyard
1.287,52.817,3924,graveyard
1.031,52.747,2576,graveyard
1.151,52.708,1812,graveyard
1.387,52.715,1521,graveyard
0.579,52.835,2461,graveyard
-3.697,51.802,6831,graveyard
-0.084,53.652,2697,graveyard
-1.330,54.094,3553,graveyard
-0.727,53.708,5168,graveyard
-3.505,50.772,2225,graveyard
-1.391,52.042,4397,graveyard
-1.371,51.990,2837,graveyard
-1.285,52.361,5546,graveyard
0.486,52.370,2709,graveyard
0.801,51.284,2095,graveyard
1.311,51.245,12251,graveyard
1.252,51.264,2953,graveyard
-6.021,54.381,2593,graveyard
1.254,51.114,10539,graveyard
-6.017,54.380,1474,graveyard
-1.567,54.337,3241,graveyard
-0.440,53.966,4469,graveyard
-0.531,53.958,3474,graveyard
-1.490,50.947,5877,graveyard
1.191,51.147,3473,graveyard
1.169,51.177,5378,graveyard
-4.560,50.384,3622,graveyard
-0.054,51.954,4547,graveyard
-0.157,52.009,3795,graveyard
1.698,52.437,6297,graveyard
1.572,52.428,5400,graveyard
1.559,52.254,4133,graveyard
1.734,52.453,7086,graveyard
1.474,52.361,4869,graveyard
0.995,52.283,3007,graveyard
0.870,52.093,5016,graveyard
0.770,52.018,4364,graveyard
0.775,51.972,4485,graveyard
1.145,51.967,6384,graveyard
1.085,52.001,3958,graveyard
-2.726,53.177,2853,graveyard
-2.363,53.287,4453,graveyard
-2.799,53.115,2094,graveyard
-0.171,53.721,552,graveyard
-1.354,54.152,4113,graveyard
-2.832,52.831,839,graveyard
-2.675,52.840,1332,graveyard
-3.129,52.868,3991,graveyard
0.958,52.024,2002,graveyard
-1.262,51.360,4558,graveyard
-4.392,55.326,9965,graveyard
-2.647,52.603,929,graveyard
-2.598,52.610,2669,graveyard
-2.676,52.579,2253,graveyard
-2.513,52.544,1992,graveyard
-2.488,52.542,4740,graveyard
-2.439,52.491,3133,graveyard
-2.534,52.386,7929,graveyard
-0.634,53.709,2851,graveyard
-6.771,55.146,3412,graveyard
-6.773,55.147,5773,graveyard
-1.438,54.213,2706,graveyard
-2.992,56.384,2168,graveyard
-2.091,51.410,1501,graveyard
-7.273,55.049,3794,graveyard
-6.918,54.925,7675,graveyard
-1.318,51.371,2312,graveyard
-1.901,51.198,4417,graveyard
-0.944,51.316,3615,graveyard
-1.890,54.909,5613,graveyard
-2.556,52.480,2358,graveyard
-6.776,54.347,3913,graveyard
-2.076,51.752,3498,graveyard
-3.804,51.055,6888,graveyard
-3.798,50.324,1403,graveyard
-1.675,51.092,10635,graveyard
-1.729,51.343,2472,graveyard
-1.704,51.342,1922,graveyard
-1.658,51.301,4902,graveyard
-1.548,51.370,3750,graveyard
-1.488,51.372,2719,graveyard
-1.850,51.485,7056,graveyard
-1.809,51.412,5045,graveyard
-1.861,51.447,2139,graveyard
-0.992,51.281,3017,graveyard
-2.700,51.459,3387,graveyard
-1.345,53.458,6463,graveyard
1.421,52.302,8556,graveyard
-1.348,53.976,4469,graveyard
0.992,52.271,2864,graveyard
0.916,52.083,3632,graveyard
-3.862,50.386,4608,graveyard
-2.457,54.279,316,graveyard
-2.457,54.278,413,graveyard
-1.669,53.771,2903,graveyard
-4.065,50.513,5482,graveyard
-3.488,50.902,1165,graveyard
-3.640,50.519,1807,graveyard
-1.494,51.891,4022,graveyard
-2.163,54.045,1475,graveyard
0.214,51.370,1318,graveyard
-2.374,53.562,6120,graveyard
-2.372,53.563,1185,graveyard
-0.021,53.768,1984,graveyard
-0.081,53.701,5523,graveyard
-6.009,54.063,11332,graveyard
-6.003,54.063,2068,graveyard
-3.167,56.677,2706,graveyard
-2.392,53.896,1961,graveyard
-2.391,54.301,2676,graveyard
-1.870,54.489,6248,graveyard
-3.634,51.134,4419,graveyard
-3.021,57.626,3362,graveyard
-1.699,52.259,2335,graveyard
-3.088,53.552,6603,graveyard
-0.083,51.307,7767,graveyard
-2.381,50.962,6990,graveyard
-3.661,56.317,3069,graveyard
-4.320,51.858,638,graveyard
-0.181,51.865,1787,graveyard
-2.716,50.975,3620,graveyard
-2.104,54.144,4517,graveyard
-1.318,53.075,11247,graveyard
-2.616,54.135,3506,graveyard
-4.229,50.402,6382,graveyard
-2.682,53.537,22685,graveyard
-0.830,52.184,6268,graveyard
-0.803,52.181,3186,graveyard
-0.765,52.108,2105,graveyard
-3.838,56.019,6394,graveyard
-0.956,51.921,1721,graveyard
-0.836,51.938,2190,graveyard
-0.606,51.952,3682,graveyard
-5.789,54.501,7482,graveyard
-3.009,51.684,1837,graveyard
-0.955,52.389,2233,graveyard
-2.765,56.626,1256,graveyard
-3.122,56.650,2180,graveyard
-2.610,56.689,3810,graveyard
-2.845,56.743,2612,graveyard
-0.481,52.652,51,graveyard
-0.481,52.652,97,graveyard
-0.481,52.652,94,graveyard
-0.481,52.652,8,graveyard
-0.006,51.481,592,graveyard
-5.141,50.197,1352,graveyard
-0.379,52.440,1915,graveyard
-0.197,53.590,1903,graveyard
-1.398,53.075,293,graveyard
-1.479,53.025,2934,graveyard
-5.140,51.935,2515,graveyard
-1.536,51.039,3113,graveyard
-1.536,51.038,2054,graveyard
-2.877,51.601,547,graveyard
-3.101,56.778,816,graveyard
-2.859,56.712,1153,graveyard
-1.640,52.736,3636,graveyard
-6.419,54.090,7320,graveyard
-6.418,54.091,4444,graveyard
-1.641,52.748,3046,graveyard
-1.631,52.713,1012,graveyard
-0.595,51.506,13327,graveyard
-1.878,53.621,999,graveyard
-2.478,52.318,3728,graveyard
-2.754,56.641,357,graveyard
-3.057,56.614,1616,graveyard
-1.400,52.378,4319,graveyard
-2.826,56.578,1512,graveyard
-2.698,56.714,1835,graveyard
-3.086,56.631,1993,graveyard
-3.116,56.788,1118,graveyard
-2.989,56.725,1065,graveyard
-2.550,56.731,2700,graveyard
-1.411,52.845,4944,graveyard
-3.285,56.729,1648,graveyard
-4.945,51.691,4673,graveyard
-2.574,56.785,1814,graveyard
-0.333,51.717,5533,graveyard
-0.032,51.323,427,graveyard
-4.791,57.331,2082,graveyard
-1.522,51.077,1490,graveyard
-0.139,53.570,4633,graveyard
-2.363,53.631,1231,graveyard
-2.592,54.160,6409,graveyard
-1.585,51.060,3026,graveyard
1.042,51.102,3856,graveyard
1.064,51.111,3776,graveyard
-2.254,50.989,1929,graveyard
-0.009,51.952,3770,graveyard
-6.460,55.121,2718,graveyard
-6.392,54.129,5519,graveyard
-1.465,51.027,5024,graveyard
-2.539,50.988,2790,graveyard
-3.169,51.651,4890,graveyard
-2.847,55.489,3808,graveyard
-2.508,51.186,5154,graveyard
-2.444,51.150,2940,graveyard
-0.164,53.360,2417,graveyard
-0.146,53.329,2601,graveyard
-0.681,53.386,2116,graveyard
-0.685,53.397,2327,graveyard
-0.664,53.497,6247,graveyard
-1.708,54.666,2603,graveyard
-0.062,53.260,4930,graveyard
-2.204,51.240,1164,graveyard
-2.195,51.228,3365,graveyard
-2.247,51.220,3039,graveyard
-2.252,51.202,1133,graveyard
-2.973,55.763,5070,graveyard
-4.423,52.166,2050,graveyard
0.547,51.371,2008,graveyard
0.945,51.326,2624,graveyard
-1.205,52.195,3286,graveyard
-1.242,52.173,2216,graveyard
-1.246,52.220,4318,graveyard
-0.973,52.052,2773,graveyard
-0.232,52.032,1656,graveyard
-0.206,52.008,1890,graveyard
-0.208,51.995,3061,graveyard
-1.128,51.685,4884,graveyard
-0.830,51.864,5669,graveyard
-1.018,51.883,4781,graveyard
-2.530,54.083,2469,graveyard
-2.712,54.245,9811,graveyard
-1.335,52.492,3801,graveyard
-1.315,52.504,423,graveyard
-1.153,52.527,1686,graveyard
-1.139,52.474,5496,graveyard
-1.116,52.503,3944,graveyard
-1.048,52.496,1497,graveyard
-1.031,52.496,2699,graveyard
-1.134,52.502,2796,graveyard
-1.161,52.486,5267,graveyard
-3.947,56.619,2106,graveyard
-0.786,52.772,2779,graveyard
-0.810,52.773,1840,graveyard
-0.768,52.779,2573,graveyard
-2.349,52.900,5649,graveyard
-2.483,56.762,1543,graveyard
-3.815,50.244,5389,graveyard
-3.816,50.243,3136,graveyard
-1.491,54.416,1582,graveyard
-1.508,51.038,5392,graveyard
-2.707,52.485,2011,graveyard
-2.460,52.131,1817,graveyard
-2.725,54.352,3134,graveyard
-2.834,56.294,2135,graveyard
-4.482,53.265,1488,graveyard
-1.399,52.625,4567,graveyard
-2.613,52.288,1371,graveyard
-1.367,52.488,5121,graveyard
-2.455,52.834,2308,graveyard
-2.425,52.817,4422,graveyard
-1.509,51.019,2298,graveyard
-1.704,51.820,3277,graveyard
-1.682,51.883,1860,graveyard
-1.648,51.931,3528,graveyard
-1.667,51.931,1733,graveyard
-1.648,51.940,2439,graveyard
-1.680,51.960,3232,graveyard
-1.870,51.776,1683,graveyard
-2.000,51.878,1749,graveyard
-1.892,51.663,1016,graveyard
-1.413,51.456,7393,graveyard
-0.950,51.377,3513,graveyard
-0.972,51.253,4639,graveyard
-0.510,50.810,2898,graveyard
-0.881,51.267,3677,graveyard
-1.372,51.217,7066,graveyard
-0.675,50.997,6833,graveyard
-1.635,51.044,2764,graveyard
-4.480,53.328,928,graveyard
-4.537,53.354,3073,graveyard
-4.400,53.272,1181,graveyard
-1.899,51.152,2881,graveyard
-1.916,51.203,1817,graveyard
-1.917,51.210,3114,graveyard
0.013,52.002,7515,graveyard
-2.414,52.770,602,graveyard
-5.886,54.516,1646,graveyard
-2.957,59.271,2176,graveyard
-1.269,53.096,3965,graveyard
-1.459,52.645,5506,graveyard
-1.406,52.722,5191,graveyard
-1.286,52.712,6229,graveyard
-1.088,52.556,2823,graveyard
-0.655,52.472,3562,graveyard
-0.719,52.464,2090,graveyard
-0.689,52.461,2095,graveyard
-0.578,52.428,2211,graveyard
-2.495,53.469,4262,graveyard
-2.684,51.843,2088,graveyard
-2.982,55.960,2004,graveyard
-1.941,51.649,5390,graveyard
-3.072,56.346,1887,graveyard
-3.177,54.230,4375,graveyard
-3.177,54.230,2229,graveyard
0.157,52.667,775,graveyard
-4.325,53.292,1370,graveyard
-4.284,53.348,3773,graveyard
-4.454,53.393,2115,graveyard
-4.261,53.333,1883,graveyard
-4.291,53.379,2485,graveyard
-4.339,53.342,773,graveyard
-4.438,53.353,1233,graveyard
-0.724,52.514,2369,graveyard
-2.874,54.250,3212,graveyard
-1.665,52.265,2845,graveyard
-0.839,52.993,1025,graveyard
-4.384,53.207,3966,graveyard
-4.224,53.251,2520,graveyard
-0.645,53.111,3408,graveyard
-1.021,53.410,4058,graveyard
0.100,53.285,3639,graveyard
0.179,53.320,3587,graveyard
-0.186,53.551,2613,graveyard
-0.197,53.528,2767,graveyard
0.031,51.286,2245,graveyard
-6.782,54.793,2423,graveyard
-2.841,55.546,6921,graveyard
-5.087,51.946,4308,graveyard
-0.358,51.025,2052,graveyard
-2.792,54.265,6146,graveyard
-2.678,54.292,4074,graveyard
-2.717,54.386,2921,graveyard
-2.774,54.244,11239,graveyard
-2.827,54.326,3969,graveyard
-3.059,51.613,3039,graveyard
-3.977,52.511,272,graveyard
-3.271,53.234,5400,graveyard
-2.782,53.727,2667,graveyard
-3.249,53.218,4301,graveyard
-0.674,52.001,2530,graveyard
-2.040,52.482,1459,graveyard
-2.747,52.701,3956,graveyard
-6.596,54.700,3056,graveyard
-5.132,56.845,3051,graveyard
1.067,51.365,3169,graveyard
0.136,51.299,3673,graveyard
-3.351,56.385,4735,graveyard
-2.750,55.987,3765,graveyard
-2.020,52.216,2489,graveyard
-2.462,51.549,3182,graveyard
-1.017,52.327,7868,graveyard
-0.948,52.324,3162,graveyard
-0.830,50.965,5473,graveyard
-1.074,51.058,2053,graveyard
-0.926,50.905,5694,graveyard
-1.158,51.033,3151,graveyard
-0.749,50.950,5288,graveyard
-0.791,50.813,2615,graveyard
0.104,51.311,6191,graveyard
-0.618,50.936,1292,graveyard
0.870,52.236,5773,graveyard
0.923,52.272,3766,graveyard
-1.571,53.819,197,graveyard
-1.404,52.683,2945,graveyard
-0.559,52.623,25286,graveyard
-4.491,50.338,4166,graveyard
-3.729,50.777,744,graveyard
-0.008,51.314,8146,graveyard
-2.599,51.691,7287,graveyard
-3.077,53.102,2398,graveyard
-3.097,53.072,1016,graveyard
-3.054,53.082,10050,graveyard
-3.071,53.054,1076,graveyard
-0.325,53.110,6388,graveyard
-2.617,51.768,6351,graveyard
-2.579,51.747,7063,graveyard
-2.879,53.081,6943,graveyard
-2.875,53.084,2220,graveyard
-7.488,54.609,3310,graveyard
0.000,51.463,686,graveyard
-1.356,53.726,2775,graveyard
-7.492,54.602,6649,graveyard
-7.490,54.604,1845,graveyard
-7.491,54.617,4495,graveyard
-7.507,54.615,3760,graveyard
-7.455,54.609,3403,graveyard
-2.120,52.979,7546,graveyard
-0.710,52.329,1959,graveyard
-0.614,52.202,747,graveyard
-0.810,51.549,2702,graveyard
-0.870,50.921,3010,graveyard
-3.906,51.187,3414,graveyard
-1.264,51.247,4156,graveyard
-4.007,57.074,415,graveyard
-0.305,50.870,5158,graveyard
-0.310,50.861,1082,graveyard
-2.198,52.325,4935,graveyard
0.266,51.552,3754,graveyard
-2.273,53.017,3515,graveyard
-0.981,54.175,2329,graveyard
-0.409,52.037,8788,graveyard
-4.282,57.019,3903,graveyard
-1.882,52.272,7970,graveyard
-0.744,51.996,6317,graveyard
-2.939,54.593,2135,graveyard
-2.989,54.374,584,graveyard
-2.891,53.192,1062,graveyard
-4.030,57.880,3652,graveyard
-3.386,57.700,3676,graveyard
-3.126,57.438,8177,graveyard
-2.666,51.654,4058,graveyard
-2.072,57.256,2167,graveyard
-2.950,53.108,5977,graveyard
-6.795,54.450,1254,graveyard
-1.826,50.917,791,graveyard
0.585,52.297,4287,graveyard
-6.110,56.700,2318,graveyard
0.426,51.514,7134,graveyard
-2.805,52.138,5661,graveyard
-0.023,53.287,2481,graveyard
-0.168,53.574,4043,graveyard
-2.030,51.456,5892,graveyard
-2.426,51.294,611,graveyard
-1.565,53.774,11652,graveyard
-0.739,52.145,3647,graveyard
-2.752,52.707,1199,graveyard
-2.752,52.708,2242,graveyard
-3.233,54.115,699,graveyard
-3.234,54.119,4686,graveyard
-7.034,54.464,2582,graveyard
-7.035,54.464,4185,graveyard
-1.624,51.256,5965,graveyard
0.457,52.355,1477,graveyard
-0.896,52.954,905,graveyard
-3.647,51.958,5938,graveyard
1.058,52.631,3080,graveyard
-2.544,50.876,3899,graveyard
-1.669,53.010,1109,graveyard
-0.789,52.023,4832,graveyard
-2.873,56.605,1189,graveyard
-1.602,52.584,5205,graveyard
-1.285,52.092,3784,graveyard
-1.207,52.172,7676,graveyard
-2.793,53.252,2885,graveyard
-0.862,52.975,570,graveyard
-1.083,52.359,2302,graveyard
-1.117,52.372,5174,graveyard
-1.129,52.388,2182,graveyard
-0.996,54.088,8390,graveyard
-0.884,52.213,3467,graveyard
-5.015,50.182,7215,graveyard
-2.869,53.129,5856,graveyard
-1.647,52.025,4224,graveyard
-0.551,50.887,2348,graveyard
-0.907,52.967,1802,graveyard
-1.993,51.354,4393,graveyard
-2.505,52.316,3554,graveyard
-1.260,54.520,5237,graveyard
-1.009,52.347,1819,graveyard
-2.517,51.087,3583,graveyard
0.443,51.255,2948,graveyard
-0.850,51.710,1545,graveyard
1.402,51.186,3068,graveyard
-1.428,50.927,170,graveyard
-3.533,52.954,427,graveyard
-0.816,51.818,6821,graveyard
0.638,52.963,3602,graveyard
-0.767,60.424,550,graveyard
-0.767,60.424,158,graveyard
-2.640,53.166,882,graveyard
-2.546,53.269,2562,graveyard
-2.049,51.589,2506,graveyard
-2.535,53.312,2213,graveyard
-2.206,52.292,2373,graveyard
-1.287,52.337,11445,graveyard
-2.762,53.277,2166,graveyard
-2.905,51.140,1258,graveyard
-2.195,57.660,2863,graveyard
-4.091,53.213,906,graveyard
-0.241,50.835,7167,graveyard
-1.433,52.216,4692,graveyard
-1.603,52.246,4260,graveyard
-1.617,52.248,3024,graveyard
-2.297,57.220,2294,graveyard
-0.880,52.284,4700,graveyard
-0.400,53.349,3894,graveyard
-2.901,52.444,1565,graveyard
-3.628,53.009,1345,graveyard
-3.465,52.988,1280,graveyard
-1.804,54.673,5539,graveyard
-3.676,50.412,15484,graveyard
0.988,52.891,2354,graveyard
-2.827,52.653,4785,graveyard
-1.174,51.374,1296,graveyard
-3.456,51.957,3444,graveyard
-1.038,51.306,2051,graveyard
-5.469,56.410,2185,graveyard
-0.072,53.800,4279,graveyard
-0.139,53.796,7059,graveyard
-2.448,51.735,1227,graveyard
-4.153,52.074,4784,graveyard
-4.163,52.074,3392,graveyard
-3.536,56.340,3015,graveyard
-0.995,52.092,10536,graveyard
-1.542,52.250,6334,graveyard
-2.687,51.734,5100,graveyard
-3.128,50.735,1756,graveyard
-0.981,51.469,5311,graveyard
-2.811,53.049,7222,graveyard
-2.725,53.104,3903,graveyard
-2.567,50.872,3591,graveyard
-2.578,50.894,4693,graveyard
-0.853,51.719,1934,graveyard
0.107,53.347,2484,graveyard
-1.081,53.957,296,graveyard
-1.080,53.957,218,graveyard
-0.884,52.096,1174,graveyard
0.105,53.327,2382,graveyard
-0.848,52.194,3211,graveyard
0.031,53.417,2486,graveyard
-2.725,51.746,6985,graveyard
-2.644,51.686,3195,graveyard
-2.182,52.237,3965,graveyard
-0.039,51.141,2603,graveyard
-1.664,52.208,2893,graveyard
-2.281,51.826,8934,graveyard
-2.762,51.725,2208,graveyard
-3.847,55.558,4675,graveyard
-2.747,53.093,2094,graveyard
-4.659,52.055,1865,graveyard
-0.185,52.331,1195,graveyard
-1.185,51.841,4785,graveyard
-1.183,51.839,2042,graveyard
-0.568,52.587,3204,graveyard
-0.649,52.567,3756,graveyard
-1.049,51.158,4122,graveyard
-1.509,51.347,2664,graveyard
-2.321,53.557,4763,graveyard
-1.476,52.746,2645,graveyard
-4.016,50.832,1871,graveyard
-6.258,54.417,5036,graveyard
-3.248,50.928,751,graveyard
-4.633,52.037,2392,graveyard
-2.035,52.474,13947,graveyard
-1.125,51.599,506,graveyard
-1.114,51.599,2506,graveyard
-6.459,54.440,11508,graveyard
-1.688,52.859,12644,graveyard
-0.830,52.064,5065,graveyard
-5.010,51.987,3352,graveyard
0.453,52.126,908,graveyard
-3.669,56.164,7206,graveyard
-4.606,52.008,625,graveyard
-4.576,56.273,369,graveyard
-1.050,51.158,4122,graveyard
-2.407,52.318,6875,graveyard
-3.088,56.682,4501,graveyard
-0.635,52.836,4377,graveyard
-4.108,55.850,3912,graveyard
-5.567,50.192,2579,graveyard
-3.995,52.290,650,graveyard
-4.083,54.865,2443,graveyard
-2.682,53.059,253,graveyard
-0.632,51.647,2274,graveyard
-0.653,51.646,546,graveyard
-2.339,53.600,4202,graveyard
-7.575,54.300,1036,graveyard
-3.459,56.167,1272,graveyard
-1.577,52.605,6060,graveyard
-2.207,51.991,5445,graveyard
-4.027,52.567,742,graveyard
-7.385,57.303,977,graveyard
-2.573,51.554,4920,graveyard
-2.678,53.801,4834,graveyard
-4.763,50.445,3176,graveyard
-4.780,50.426,2800,graveyard
-4.742,50.391,1295,graveyard
-4.742,50.390,4873,graveyard
-3.045,53.321,2430,graveyard
-3.952,50.906,3544,graveyard
-6.740,54.530,12785,graveyard
-6.703,54.537,5502,graveyard
-6.606,54.755,3676,graveyard
-6.703,54.494,3546,graveyard
-6.700,54.488,9386,graveyard
-6.605,54.457,5620,graveyard
-6.563,54.465,3411,graveyard
-6.546,54.465,4957,graveyard
-2.586,51.452,217,graveyard
-3.201,53.063,3805,graveyard
-1.092,51.172,1862,graveyard
-1.830,52.233,6814,graveyard
-1.612,52.227,3605,graveyard
-3.064,56.159,2666,graveyard
-4.788,52.764,548,graveyard
-2.976,51.748,4262,graveyard
-1.681,52.239,4088,graveyard
-4.727,51.732,873,graveyard
-6.561,54.724,7110,graveyard
-1.621,51.258,4898,graveyard
-2.770,51.863,2208,graveyard
-1.087,51.209,4596,graveyard
-2.387,52.122,7055,graveyard
-1.213,51.356,1886,graveyard
-4.710,52.048,938,graveyard
-2.461,52.670,9216,graveyard
-2.836,53.002,3248,graveyard
-1.652,52.694,3571,graveyard
-1.037,51.231,4782,graveyard
-0.990,50.917,2613,graveyard
-4.478,52.142,2494,graveyard
-0.874,51.714,2282,graveyard
-2.479,57.464,7243,graveyard
-2.069,52.848,2741,graveyard
-2.129,52.881,511,graveyard
-2.523,51.483,1694,graveyard
-0.924,51.755,3919,graveyard
-2.976,53.738,19163,graveyard
-2.272,54.081,4498,graveyard
-2.935,51.773,8106,graveyard
-0.105,53.298,2662,graveyard
-4.624,55.797,2376,graveyard
-2.313,52.306,738,graveyard
-4.597,52.049,3310,graveyard
-1.603,51.942,3174,graveyard
0.729,51.296,2993,graveyard
-1.535,52.685,3519,graveyard
-2.757,56.249,2861,graveyard
-1.425,52.694,5144,graveyard
-2.307,53.674,3143,graveyard
-2.769,51.613,202,graveyard
-2.401,52.594,4159,graveyard
-2.344,52.594,1212,graveyard
-2.471,52.485,1484,graveyard
-2.437,52.466,1683,graveyard
-2.360,52.194,2409,graveyard
-2.317,52.179,4450,graveyard
-2.116,52.201,4911,graveyard
-2.727,52.093,2554,graveyard
-2.268,52.001,1654,graveyard
-2.263,52.063,2143,graveyard
-2.278,52.083,3914,graveyard
-1.928,51.970,705,graveyard
-4.606,52.066,777,graveyard
-2.387,51.084,3436,graveyard
-1.886,51.863,1993,graveyard
-2.401,51.068,978,graveyard
-1.617,52.039,2973,graveyard
-2.023,51.753,1595,graveyard
-1.779,51.744,3857,graveyard
-4.600,52.063,855,graveyard
-1.721,53.726,8471,graveyard
-1.083,53.958,46,graveyard
-2.770,52.250,1504,graveyard
-2.366,57.276,2385,graveyard
-3.759,57.218,1545,graveyard
-2.769,51.426,1329,graveyard
-3.525,56.060,1274,graveyard
-4.487,54.962,407,graveyard
-3.302,57.315,926,graveyard
-3.378,57.250,551,graveyard
-3.382,57.255,1261,graveyard
-2.699,51.413,4332,graveyard
-1.421,51.957,6969,graveyard
-2.183,52.008,3350,graveyard
-4.334,55.505,3474,graveyard
-0.174,52.175,2680,graveyard
-2.713,51.328,2423,graveyard
-6.068,54.300,2131,graveyard
-2.655,53.617,1463,graveyard
-2.656,53.617,5278,graveyard
-2.305,53.656,3540,graveyard
-2.426,52.006,2287,graveyard
-4.147,52.305,4294,graveyard
-1.869,51.949,3799,graveyard
-0.009,52.969,5336,graveyard
-0.008,52.968,5293,graveyard
-0.008,52.968,234,graveyard
-2.310,53.629,1596,graveyard
-0.307,51.369,2598,graveyard
-2.121,55.346,5734,graveyard
-2.302,53.641,1972,graveyard
-0.709,51.682,862,graveyard
-2.993,51.766,1401,graveyard
-4.709,52.014,2671,graveyard
-2.628,56.782,3327,graveyard
-0.755,51.724,1202,graveyard
-0.889,51.135,1171,graveyard
-0.888,51.134,2295,graveyard
-1.009,54.231,1258,graveyard
-0.812,50.956,1283,graveyard
-3.191,56.467,2375,graveyard
-3.231,56.292,1513,graveyard
-3.627,56.155,2921,graveyard
-3.400,58.584,2847,graveyard
-3.302,58.537,5239,graveyard
-0.081,53.301,1987,graveyard
-1.282,51.929,2657,graveyard
-0.252,52.565,690,graveyard
-1.620,52.045,4128,graveyard
-0.721,50.839,1764,graveyard
-0.722,50.838,2676,graveyard
-4.378,56.692,826,graveyard
-0.990,51.128,5030,graveyard
-2.349,57.653,6118,graveyard
-2.326,57.544,606,graveyard
-2.293,51.979,4602,graveyard
-5.338,56.471,4215,graveyard
-2.972,51.782,2803,graveyard
-3.834,51.230,2510,graveyard
-5.208,50.279,7123,graveyard
-1.051,51.209,4750,graveyard
-0.296,52.639,3928,graveyard
-3.368,55.907,143,graveyard
-3.369,55.907,723,graveyard
-2.375,52.197,3740,graveyard
-1.103,51.145,4375,graveyard
0.058,52.793,9773,graveyard
-3.290,51.128,4309,graveyard
-2.862,55.691,3826,graveyard
-2.912,53.003,5587,graveyard
-2.102,57.163,213,graveyard
-1.833,55.417,1661,graveyard
-4.540,56.053,361,graveyard
-4.481,52.102,270,graveyard
-4.500,52.086,4458,graveyard
-4.481,52.077,1043,graveyard
-2.212,52.094,4836,graveyard
-3.075,54.747,328,graveyard
-1.177,51.148,2298,graveyard
-3.155,55.909,372,graveyard
0.438,52.083,3852,graveyard
-1.289,52.523,1311,graveyard
-0.323,53.986,1628,graveyard
-4.273,52.083,561,graveyard
-4.276,52.089,1092,graveyard
-2.313,52.239,5655,graveyard
-2.414,51.824,1959,graveyard
-1.606,55.395,3310,graveyard
-0.998,51.009,3918,graveyard
-2.579,56.722,1552,graveyard
-2.463,56.711,2629,graveyard
-5.731,54.338,2964,graveyard
-5.731,54.337,1281,graveyard
-2.747,55.963,817,graveyard
-1.243,51.567,1987,graveyard
-1.242,51.567,4482,graveyard
-0.968,51.219,4961,graveyard
-2.226,53.621,1712,graveyard
-0.591,52.307,1720,graveyard
-0.592,52.306,901,graveyard
-1.719,55.608,12063,graveyard
-2.243,52.161,13464,graveyard
-5.908,54.577,417,graveyard
-0.984,51.114,8399,graveyard
-2.721,52.812,5463,graveyard
-1.346,52.631,4963,graveyard
-1.640,53.175,3713,graveyard
-3.774,50.326,2258,graveyard
-3.747,50.302,750,graveyard
-3.743,50.360,1456,graveyard
-4.047,50.384,2628,graveyard
-3.551,50.533,1787,graveyard
-3.556,50.521,851,graveyard
-3.520,50.540,7251,graveyard
-4.069,50.533,4106,graveyard
-3.553,50.903,2098,graveyard
-3.584,50.915,1177,graveyard
-3.744,50.910,1038,graveyard
-3.751,50.908,1847,graveyard
-3.853,50.991,2544,graveyard
