longitude,latitude,area,type
0.562,52.160,5017,graveyard
0.604,52.142,4925,graveyard
-2.344,54.791,5975,graveyard
-3.665,50.489,1007,graveyard
0.626,52.146,3400,graveyard
-1.979,54.844,2902,graveyard
-1.170,52.744,12954,graveyard
-2.078,51.904,118,graveyard
1.634,52.639,4240,graveyard
1.044,52.305,6123,graveyard
0.715,52.129,5350,graveyard
0.735,52.121,3084,graveyard
-2.102,52.049,1974,graveyard
-1.336,54.310,7503,graveyard
0.097,52.149,2804,graveyard
-3.729,50.484,1936,graveyard
0.753,51.343,3847,graveyard
-1.567,60.227,5110,graveyard
-0.697,52.798,6721,graveyard
0.082,52.142,612,graveyard
0.071,52.139,3208,graveyard
0.082,52.142,138,graveyard
-0.596,51.455,5673,graveyard
1.488,52.213,5191,graveyard
1.486,52.223,3421,graveyard
-1.810,54.745,2532,graveyard
-1.607,54.916,4185,graveyard
-1.591,51.717,3950,graveyard
-1.506,51.725,2763,graveyard
-1.622,51.481,7193,graveyard
-1.622,51.480,83,graveyard
-2.417,52.610,4157,graveyard
-1.607,51.443,9153,graveyard
-1.596,51.501,1674,graveyard
-1.690,51.694,4884,graveyard
-1.143,50.783,1289,graveyard
-1.542,51.433,4855,graveyard
-1.671,53.283,32,graveyard
-2.082,54.626,15199,graveyard
-1.393,53.950,2541,graveyard
-0.694,51.358,5145,graveyard
0.104,52.102,4140,graveyard
0.973,52.483,1787,graveyard
0.971,52.465,2652,graveyard
-0.006,51.366,7129,graveyard
-0.032,51.359,4772,graveyard
-3.504,50.854,2900,graveyard
-4.062,51.088,5646,graveyard
-1.606,54.970,3157,graveyard
-1.061,53.056,3369,graveyard
0.032,52.108,4041,graveyard
0.050,52.150,7092,graveyard
0.039,52.130,3219,graveyard
0.026,52.154,4408,graveyard
-1.487,54.323,5591,graveyard
-0.898,51.068,3867,graveyard
0.016,52.084,4757,graveyard
-1.771,53.131,3700,graveyard
-1.647,54.644,12841,graveyard
-3.779,50.286,2547,graveyard
0.491,50.991,5242,graveyard
-3.713,50.393,4057,graveyard
-0.031,52.101,4985,graveyard
-0.415,51.492,1833,graveyard
1.511,52.511,5393,graveyard
-1.906,52.325,1684,graveyard
1.525,52.155,3320,graveyard
-3.888,50.701,3227,graveyard
-1.120,60.403,1270,graveyard
-6.240,56.075,803,graveyard
-6.239,56.075,1478,graveyard
-0.613,52.963,2966,graveyard
-3.091,52.579,7103,graveyard
-0.928,50.860,3584,graveyard
1.338,52.180,2661,graveyard
-1.102,60.504,2467,graveyard
-1.998,51.997,3550,graveyard
-1.976,52.020,5741,graveyard
-1.302,59.920,8967,graveyard
-1.586,53.101,1259,graveyard
-1.527,54.259,7483,graveyard
-3.794,55.820,1566,graveyard
-1.087,53.956,388,graveyard
1.399,52.429,6809,graveyard
-1.929,53.094,1747,graveyard
-0.874,51.500,3410,graveyard
-0.991,51.997,4520,graveyard
-3.028,50.746,4497,graveyard
0.188,52.205,4523,graveyard
-3.777,56.264,5010,graveyard
-2.671,53.827,5381,graveyard
-1.087,51.567,3435,graveyard
1.252,52.421,7474,graveyard
1.142,52.465,6391,graveyard
-4.396,50.801,3732,graveyard
-0.531,54.184,7688,graveyard
0.061,52.115,4812,graveyard
-4.625,55.531,1345,graveyard
-1.705,52.499,7439,graveyard
-4.464,50.761,5378,graveyard
-1.361,53.081,3773,graveyard
-2.460,55.637,2607,graveyard
-1.322,51.822,3488,graveyard
-0.196,52.083,3287,graveyard
-0.549,50.834,6297,graveyard
-2.019,52.482,307,graveyard
-0.064,52.190,3945,graveyard
-3.603,50.385,3490,graveyard
-0.457,52.453,2918,graveyard
-0.177,52.095,2921,graveyard
-4.215,51.040,12109,graveyard
1.595,52.321,5899,graveyard
1.557,52.324,4124,graveyard
1.558,52.335,3635,graveyard
-1.576,53.819,6455,graveyard
1.023,52.563,5768,graveyard
-4.524,50.938,2081,graveyard
1.344,52.222,6866,graveyard
-3.812,55.231,6860,graveyard
-1.218,50.835,6630,graveyard
-2.304,52.664,5646,graveyard
-2.402,52.638,2951,graveyard
-2.194,53.553,4561,graveyard
-2.191,53.548,4885,graveyard
-3.872,55.194,11171,graveyard
-1.316,52.116,5287,graveyard
0.524,52.234,5245,graveyard
-3.664,50.810,4546,graveyard
1.215,52.858,4016,graveyard
1.243,52.886,2823,graveyard
-3.645,50.818,1068,graveyard
-4.551,50.790,1979,graveyard
0.877,52.583,6385,graveyard
-0.756,52.877,4040,graveyard
-3.282,55.941,4601,graveyard
-1.098,53.905,2830,graveyard
-0.982,53.966,4955,graveyard
-1.292,53.994,3541,graveyard
-1.367,54.016,3187,graveyard
-3.600,50.324,6122,graveyard
0.633,52.088,3781,graveyard
-3.050,51.896,2219,graveyard
-3.461,50.928,2416,graveyard
-3.600,50.431,2765,graveyard
-3.601,50.430,1482,graveyard
-3.563,50.586,2104,graveyard
-3.213,54.952,5487,graveyard
-1.301,53.696,3869,graveyard
-1.991,53.554,3950,graveyard
-1.990,53.554,2576,graveyard
-0.857,52.147,1227,graveyard
-7.445,54.250,6073,graveyard
-4.393,51.771,3874,graveyard
-2.438,51.615,212,graveyard
-0.055,51.076,8094,graveyard
-2.730,52.552,4697,graveyard
-1.871,52.499,12571,graveyard
-1.320,54.505,343,graveyard
-2.782,52.471,1963,graveyard
-2.028,52.080,3683,graveyard
-3.375,50.642,18944,graveyard
-2.165,55.720,16657,graveyard
-3.837,50.427,5313,graveyard
-3.835,50.429,4613,graveyard
-2.718,52.522,3036,graveyard
-2.725,52.464,5031,graveyard
-1.627,51.815,4088,graveyard
-7.361,54.180,11138,graveyard
-1.588,52.282,4615,graveyard
1.306,51.374,7927,graveyard
-3.200,58.993,1783,graveyard
-2.837,52.466,7511,graveyard
-1.044,52.644,2955,graveyard
-2.256,55.143,2571,graveyard
-2.831,52.431,6465,graveyard
-1.519,54.135,13092,graveyard
-2.529,54.323,4575,graveyard
0.406,51.292,14318,graveyard
-2.892,55.911,2961,graveyard
-0.723,52.030,4498,graveyard
-0.714,52.017,2184,graveyard
0.178,52.192,10658,graveyard
-1.342,53.904,1220,graveyard
-1.207,52.649,8761,graveyard
-2.639,52.437,4261,graveyard
-4.466,53.191,4870,graveyard
-0.013,51.177,10747,graveyard
-1.414,54.800,14174,graveyard
-2.559,52.415,1452,graveyard
-1.451,54.820,5971,graveyard
-5.948,57.215,6043,graveyard
-0.153,51.652,3558,graveyard
-0.014,51.176,5043,graveyard
-3.548,51.210,2734,graveyard
-2.081,51.062,6121,graveyard
-5.404,57.234,6450,graveyard
1.526,52.452,3948,graveyard
-0.901,52.385,4085,graveyard
-7.575,54.200,5962,graveyard
-7.573,54.200,5230,graveyard
-7.822,54.416,6713,graveyard
-2.831,53.702,1894,graveyard
-3.890,50.348,10030,graveyard
-7.644,54.392,4491,graveyard
-0.364,52.477,2843,graveyard
-1.376,52.922,2224,graveyard
-0.399,51.273,1900,graveyard
-2.110,51.491,4438,graveyard
-2.418,54.482,5683,graveyard
-1.380,51.079,3511,graveyard
-1.768,53.049,3602,graveyard
-5.291,57.611,791,graveyard
-1.943,54.982,2324,graveyard
-2.795,53.333,7009,graveyard
-4.037,50.316,7009,graveyard
-2.193,50.952,4342,graveyard
-2.284,52.512,3141,graveyard
-1.881,52.271,7919,graveyard
-3.389,55.684,3995,graveyard
-1.341,53.109,15374,graveyard
-0.234,51.471,7789,graveyard
-2.868,59.033,5169,graveyard
-1.349,53.907,8824,graveyard
-1.060,52.683,3609,graveyard
-1.335,53.909,6205,graveyard
-2.195,51.785,8846,graveyard
-1.830,52.686,941,graveyard
-0.421,50.945,4397,graveyard
1.322,52.718,4441,graveyard
-2.843,53.997,2464,graveyard
-7.691,54.255,2636,graveyard
-2.753,50.792,5070,graveyard
-2.568,59.245,5553,graveyard
-1.204,52.731,2152,graveyard
-1.229,52.683,2420,graveyard
0.217,51.506,2231,graveyard
0.191,51.518,3207,graveyard
-1.300,54.368,3219,graveyard
-7.472,54.814,13774,graveyard
-5.599,57.767,3171,graveyard
-2.445,50.846,3654,graveyard
-1.389,51.937,5779,graveyard
-0.364,53.001,2898,graveyard
-1.387,52.753,6494,graveyard
-1.393,52.715,2637,graveyard
-0.335,51.928,7014,graveyard
-2.578,59.290,5320,graveyard
-1.082,50.933,12457,graveyard
0.465,51.727,7072,graveyard
-2.434,59.365,2516,graveyard
0.768,52.260,10137,graveyard
-2.902,59.358,1522,graveyard
-2.758,59.180,4830,graveyard
-4.153,50.427,4587,graveyard
0.634,52.242,3007,graveyard
-4.026,55.865,3003,graveyard
-1.721,51.816,2552,graveyard
0.618,52.234,2079,graveyard
-1.892,52.627,7494,graveyard
-1.552,52.841,11509,graveyard
-1.487,52.898,4356,graveyard
0.095,52.122,2026,graveyard
-4.035,50.856,3333,graveyard
-2.298,50.647,3536,graveyard
0.890,52.523,6801,graveyard
0.885,52.514,3550,graveyard
-2.854,53.456,3804,graveyard
-0.597,53.656,2892,graveyard
-0.609,53.642,3507,graveyard
-0.560,53.624,6333,graveyard
-0.579,53.304,3710,graveyard
-8.089,54.481,2718,graveyard
-0.339,51.574,5910,graveyard
-0.327,53.487,3524,graveyard
-0.361,53.530,1424,graveyard
-0.402,53.553,3732,graveyard
-0.270,53.640,6425,graveyard
-0.333,53.676,5319,graveyard
-0.594,53.475,7272,graveyard
-0.501,53.637,2687,graveyard
-0.484,53.627,1927,graveyard
-1.374,52.018,9914,graveyard
-1.345,52.012,1665,graveyard
-1.169,51.154,2685,graveyard
-2.266,52.590,7780,graveyard
-1.403,52.008,2601,graveyard
-1.408,51.997,3136,graveyard
-1.432,51.997,3029,graveyard
-1.403,51.903,1948,graveyard
-2.893,53.562,7272,graveyard
-2.853,53.558,2365,graveyard
-2.887,50.826,3734,graveyard
-2.888,50.827,1254,graveyard
-2.840,53.604,10436,graveyard
-2.169,52.703,3055,graveyard
-4.614,57.213,1350,graveyard
-1.873,51.970,1978,graveyard
-2.188,50.929,6049,graveyard
-1.874,53.723,12207,graveyard
-1.824,52.589,6479,graveyard
-3.528,50.809,4275,graveyard
-1.882,53.713,6271,graveyard
-1.918,53.705,1506,graveyard
-1.888,53.731,9149,graveyard
-2.426,51.294,1528,graveyard
-0.723,52.977,5299,graveyard
-2.230,53.330,5170,graveyard
-2.410,50.718,2606,graveyard
-1.768,52.672,7212,graveyard
0.109,52.174,4493,graveyard
-1.741,55.476,3380,graveyard
-1.090,53.901,3086,graveyard
-1.158,53.929,5327,graveyard
-1.197,53.957,1693,graveyard
-1.129,53.956,3702,graveyard
-1.954,55.040,2570,graveyard
-1.977,55.063,1644,graveyard
-1.046,53.881,7010,graveyard
-1.894,53.703,666,graveyard
-5.323,58.001,3586,graveyard
-2.912,53.929,6539,graveyard
-5.290,56.637,5879,graveyard
-2.029,52.689,12359,graveyard
-3.388,54.760,2920,graveyard
-1.846,53.692,34370,graveyard
-1.860,53.700,14640,graveyard
-1.902,53.710,2521,graveyard
-2.792,53.976,939,graveyard
-1.922,53.694,671,graveyard
-1.203,53.977,2223,graveyard
-2.353,55.467,4601,graveyard
-1.134,54.002,1838,graveyard
-1.012,53.965,1626,graveyard
-0.934,53.919,4248,graveyard
-2.065,53.707,2556,graveyard
-1.958,53.709,2490,graveyard
1.182,52.438,3253,graveyard
-1.040,54.039,5460,graveyard
-1.085,54.018,3349,graveyard
-1.344,53.829,5921,graveyard
-0.999,53.996,5027,graveyard
1.209,52.248,5300,graveyard
1.234,52.217,3812,graveyard
-3.254,51.026,9922,graveyard
-2.986,59.322,6985,graveyard
-1.958,53.691,2941,graveyard
-2.807,53.925,4536,graveyard
-1.948,53.712,1219,graveyard
-1.919,53.675,3700,graveyard
1.621,52.447,5177,graveyard
-1.862,51.919,3938,graveyard
-2.157,52.570,14737,graveyard
-2.598,51.457,283,graveyard
-2.935,59.157,1188,graveyard
1.205,52.291,2508,graveyard
-3.718,50.251,2588,graveyard
1.274,52.180,3268,graveyard
-2.349,52.422,3842,graveyard
-3.373,51.920,3240,graveyard
-3.207,51.163,2775,graveyard
-5.834,54.461,5095,graveyard
-3.547,56.745,122,graveyard
-0.830,51.722,2312,graveyard
-3.037,51.813,3987,graveyard
-2.716,58.942,4827,graveyard
-1.338,53.239,2178,graveyard
1.213,51.272,4617,graveyard
1.116,52.259,4928,graveyard
1.114,52.258,5994,graveyard
-1.804,53.757,3467,graveyard
1.202,52.173,7350,graveyard
1.218,52.192,8905,graveyard
1.273,52.271,6200,graveyard
1.284,52.260,5392,graveyard
-4.871,51.668,3034,graveyard
-4.850,51.659,1133,graveyard
-4.796,51.656,1591,graveyard
-0.279,51.611,3621,graveyard
-5.837,54.459,3330,graveyard
-3.071,52.121,3006,graveyard
-7.417,54.213,2319,graveyard
-5.832,54.462,5108,graveyard
-2.573,52.205,2356,graveyard
-2.320,51.105,1072,graveyard
1.194,52.274,4157,graveyard
-2.946,53.875,6406,graveyard
-1.740,53.678,5309,graveyard
-1.936,53.705,5548,graveyard
-2.951,53.874,3620,graveyard
1.220,52.149,4181,graveyard
-3.599,50.461,1913,graveyard
-4.073,50.823,6367,graveyard
-4.007,50.797,1660,graveyard
-4.004,51.921,1583,graveyard
1.311,52.147,4571,graveyard
-5.002,50.413,5093,graveyard
-1.337,54.837,6853,graveyard
0.184,51.333,8551,graveyard
-2.930,51.361,6069,graveyard
-2.519,55.524,3240,graveyard
1.143,52.157,3751,graveyard
1.170,52.146,3928,graveyard
1.243,52.127,5377,graveyard
1.195,52.132,2694,graveyard
-0.801,54.258,5441,graveyard
-0.164,51.621,8966,graveyard
-4.185,50.347,11555,graveyard
0.068,50.864,1252,graveyard
0.068,50.865,2868,graveyard
-2.896,53.874,5021,graveyard
-2.636,51.921,4649,graveyard
-2.770,53.897,5729,graveyard
-2.789,53.879,5011,graveyard
-2.790,53.879,2189,graveyard
-2.544,53.246,7612,graveyard
-1.451,51.623,1389,graveyard
-1.453,51.624,1683,graveyard
-0.117,51.140,9190,graveyard
-1.291,53.965,3822,graveyard
-4.486,53.338,1904,graveyard
-1.232,53.951,5183,graveyard
0.393,51.781,3582,graveyard
-2.776,53.899,5887,graveyard
0.418,51.761,2653,graveyard
-1.500,54.144,8183,graveyard
-1.580,52.983,3983,graveyard
-2.875,52.364,5072,graveyard
-2.876,52.362,5827,graveyard
-1.501,54.070,3095,graveyard
0.072,51.357,13615,graveyard
-2.239,50.960,2365,graveyard
-1.739,53.015,12080,graveyard
-1.929,50.881,3999,graveyard
-1.341,51.706,1282,graveyard
-1.346,54.235,6000,graveyard
-1.563,54.188,2349,graveyard
0.052,50.853,3846,graveyard
-1.429,52.038,2875,graveyard
-1.449,52.038,5375,graveyard
0.890,52.094,3983,graveyard
-3.373,55.983,3379,graveyard
-5.199,51.884,6768,graveyard
1.658,52.416,6745,graveyard
-2.771,54.863,4984,graveyard
-2.012,54.517,3858,graveyard
1.394,52.323,8783,graveyard
1.319,52.349,9431,graveyard
1.369,52.373,3403,graveyard
1.446,52.385,12888,graveyard
1.441,52.403,2955,graveyard
0.934,52.227,1286,graveyard
0.939,52.227,3842,graveyard
0.901,52.235,4909,graveyard
1.379,52.408,4867,graveyard
1.461,52.348,5435,graveyard
-0.801,51.236,16696,graveyard
-1.434,52.367,6543,graveyard
-1.724,52.439,1930,graveyard
-1.235,52.995,2064,graveyard
-3.636,56.007,526,graveyard
-3.596,51.525,2980,graveyard
-1.542,50.793,13454,graveyard
-3.517,50.928,2564,graveyard
-7.640,54.471,14461,graveyard
-2.161,52.360,8424,graveyard
-3.531,50.524,3943,graveyard
-1.291,54.219,3951,graveyard
0.346,52.146,5641,graveyard
0.381,52.168,3930,graveyard
0.355,52.102,4234,graveyard
-7.760,54.391,5640,graveyard
0.087,52.040,7192,graveyard
-1.888,53.672,2475,graveyard
-1.385,54.414,2829,graveyard
-1.878,53.674,2200,graveyard
-1.438,52.059,1269,graveyard
1.436,52.223,6429,graveyard
-1.432,52.073,2518,graveyard
-1.457,52.082,3982,graveyard
-1.429,52.102,2795,graveyard
-1.393,52.092,3640,graveyard
-1.366,52.089,3850,graveyard
-1.355,52.124,3070,graveyard
-2.743,53.908,1601,graveyard
-1.333,52.147,2012,graveyard
0.883,51.275,9135,graveyard
-1.392,52.073,3030,graveyard
-2.160,51.635,5254,graveyard
-1.376,52.071,2730,graveyard
-1.489,52.037,1071,graveyard
-1.482,52.037,3211,graveyard
-1.949,51.136,3973,graveyard
0.133,52.297,5824,graveyard
-1.656,52.304,8601,graveyard
-1.335,52.106,2568,graveyard
-2.403,53.994,4133,graveyard
0.761,52.566,3017,graveyard
-1.872,53.689,5544,graveyard
-3.469,57.548,5360,graveyard
-3.308,52.351,4946,graveyard
-1.262,53.885,5036,graveyard
-1.814,52.979,4623,graveyard
-2.650,55.577,466,graveyard
-1.576,53.038,1931,graveyard
-3.956,51.674,7563,graveyard
0.835,52.572,14826,graveyard
-1.298,54.682,4277,graveyard
-0.524,50.871,3461,graveyard
0.676,52.523,2370,graveyard
-1.268,51.149,8895,graveyard
1.143,51.307,1084,graveyard
1.144,51.307,1074,graveyard
-1.091,51.368,3656,graveyard
-0.010,51.926,4254,graveyard
0.732,52.582,5329,graveyard
1.035,52.453,4011,graveyard
-1.692,54.471,6514,graveyard
-1.646,54.476,4591,graveyard
-2.480,52.380,6758,graveyard
-1.824,54.330,2542,graveyard
-1.023,51.551,3326,graveyard
-1.848,53.767,19311,graveyard
-1.227,52.506,1875,graveyard
-0.596,52.666,5179,graveyard
-1.617,54.512,1200,graveyard
1.001,52.434,6851,graveyard
-1.659,54.339,6225,graveyard
-0.150,51.268,7956,graveyard
-1.331,52.036,3593,graveyard
-2.620,55.565,4944,graveyard
-0.883,54.034,3979,graveyard
-1.657,54.515,4736,graveyard
-1.469,54.248,7723,graveyard
-1.919,53.719,7388,graveyard
-4.593,55.574,3080,graveyard
-1.716,54.398,3782,graveyard
-5.811,54.401,2988,graveyard
-0.935,53.850,2618,graveyard
-1.061,54.100,3471,graveyard
-0.904,54.038,4726,graveyard
1.130,52.491,7410,graveyard
-1.873,53.697,4337,graveyard
-7.631,54.366,13368,graveyard
-7.208,54.538,4516,graveyard
-1.404,52.349,4733,graveyard
-1.745,53.892,2711,graveyard
-0.609,51.491,1501,graveyard
-2.105,53.981,8305,graveyard
0.103,52.255,3065,graveyard
-2.158,52.502,17709,graveyard
-1.984,53.909,7689,graveyard
-1.212,51.942,3761,graveyard
-1.177,51.951,3297,graveyard
-1.157,51.922,2897,graveyard
-1.081,53.037,4013,graveyard
-7.465,54.300,6748,graveyard
0.088,50.845,5208,graveyard
-1.116,51.930,2903,graveyard
1.101,52.429,6010,graveyard
-1.126,51.870,7382,graveyard
-1.119,51.957,3347,graveyard
-1.267,51.008,4093,graveyard
-1.861,53.690,1366,graveyard
-5.837,54.582,1778,graveyard
-0.224,53.619,3968,graveyard
-2.300,54.035,2547,graveyard
-3.109,51.082,3173,graveyard
-0.899,51.162,8903,graveyard
-2.560,54.605,4992,graveyard
-0.527,53.269,4102,graveyard
1.070,51.285,839,graveyard
-0.829,51.120,2868,graveyard
-0.828,51.120,7703,graveyard
-7.474,54.787,7785,graveyard
-1.487,51.623,1657,graveyard
-2.108,50.913,2043,graveyard
-1.172,52.830,2352,graveyard
-1.183,52.831,5228,graveyard
-3.701,50.462,8536,graveyard
-1.149,52.833,1362,graveyard
0.297,52.250,3624,graveyard
0.296,52.251,7510,graveyard
0.997,52.188,5894,graveyard
0.755,52.628,5097,graveyard
-2.155,50.846,1634,graveyard
-2.155,50.847,2470,graveyard
-3.541,51.021,1681,graveyard
-3.073,55.885,15934,graveyard
-1.642,52.348,2834,graveyard
-1.400,52.378,4319,graveyard
-1.397,53.176,4050,graveyard
1.499,52.431,2507,graveyard
1.481,52.424,3714,graveyard
-1.983,53.728,2218,graveyard
-1.960,53.735,1750,graveyard
-1.939,53.733,8772,graveyard
-3.533,50.469,629,graveyard
-1.614,55.057,15844,graveyard
-3.550,51.041,6303,graveyard
-0.997,54.192,2485,graveyard
-1.884,52.818,6072,graveyard
1.471,52.435,3354,graveyard
-3.985,50.800,4900,graveyard
1.273,52.344,7921,graveyard
1.237,52.364,2683,graveyard
-1.573,52.577,1229,graveyard
1.291,52.373,3069,graveyard
1.505,52.456,5587,graveyard
1.476,52.457,5476,graveyard
1.534,52.441,3365,graveyard
-1.075,53.961,1329,graveyard
0.923,52.497,6912,graveyard
-1.138,51.961,3002,graveyard
-1.145,51.962,2121,graveyard
-1.132,51.046,2491,graveyard
-2.891,52.403,7222,graveyard
0.958,52.024,3306,graveyard
-1.232,53.863,2512,graveyard
-1.500,52.462,5769,graveyard
-2.006,54.748,5948,graveyard
-0.789,52.047,4032,graveyard
0.797,52.037,6002,graveyard
0.860,52.028,4258,graveyard
-1.888,54.732,13401,graveyard
-1.884,54.732,3886,graveyard
-1.676,54.712,45640,graveyard
-1.522,52.573,4173,graveyard
-1.651,54.698,12399,graveyard
0.820,52.014,5438,graveyard
0.806,52.072,5156,graveyard
-1.652,54.734,10722,graveyard
-1.483,54.396,2129,graveyard
-1.481,54.379,4464,graveyard
0.819,52.480,3996,graveyard
0.744,52.030,4496,graveyard
-1.278,52.836,6600,graveyard
-1.469,54.766,14824,graveyard
-1.465,54.434,3160,graveyard
-1.540,54.328,4920,graveyard
-1.334,54.125,7701,graveyard
-3.526,50.483,4150,graveyard
-0.223,51.621,1322,graveyard
-2.680,53.270,2186,graveyard
-1.401,54.436,3661,graveyard
-1.364,54.424,1922,graveyard
-1.351,54.424,2006,graveyard
-2.051,51.234,5021,graveyard
-2.452,51.112,7106,graveyard
-2.469,51.093,1663,graveyard
-2.691,52.613,7321,graveyard
-1.361,54.346,2282,graveyard
1.119,52.494,4104,graveyard
-1.252,54.130,2739,graveyard
-1.288,54.064,3135,graveyard
-1.245,54.082,10196,graveyard
-2.954,54.204,3419,graveyard
-4.421,53.196,2707,graveyard
-1.891,51.118,1777,graveyard
-1.887,51.119,1766,graveyard
-1.264,51.764,581,graveyard
-4.669,50.407,2177,graveyard
-0.476,51.332,15251,graveyard
-2.937,52.398,1720,graveyard
0.700,51.040,1513,graveyard
-1.424,54.258,4528,graveyard
1.255,52.093,3696,graveyard
-1.384,51.813,2732,graveyard
1.236,52.087,3129,graveyard
-1.396,54.224,2912,graveyard
-1.371,52.821,775,graveyard
-2.753,52.706,3627,graveyard
-5.678,55.914,631,graveyard
-2.468,52.009,1936,graveyard
-1.498,54.089,5659,graveyard
-1.208,54.169,1982,graveyard
-4.325,55.767,3344,graveyard
-7.537,54.318,1540,graveyard
-7.535,54.321,2437,graveyard
1.451,52.271,3217,graveyard
-1.437,51.646,2780,graveyard
-1.450,51.647,1365,graveyard
-1.414,51.632,6529,graveyard
-1.739,54.545,4571,graveyard
-4.939,56.254,2296,graveyard
-1.676,54.537,2710,graveyard
-1.730,54.505,8021,graveyard
-1.716,54.503,8974,graveyard
-1.543,51.614,2798,graveyard
-5.664,55.640,2315,graveyard
-1.278,51.048,5555,graveyard
-1.565,51.602,4909,graveyard
-1.721,54.441,10382,graveyard
-1.619,51.562,6597,graveyard
-0.696,54.158,5560,graveyard
-1.645,54.263,6763,graveyard
-1.606,51.615,3819,graveyard
-1.664,51.579,2342,graveyard
-0.485,51.326,3670,graveyard
-1.837,54.528,3383,graveyard
-1.821,54.524,3783,graveyard
-1.689,54.496,920,graveyard
-1.342,51.491,2505,graveyard
-1.319,51.464,6383,graveyard
1.362,52.106,4360,graveyard
-1.374,51.535,2352,graveyard
-1.409,51.499,3398,graveyard
-1.021,53.709,2060,graveyard
-1.020,53.711,1631,graveyard
-1.444,54.302,5488,graveyard
-0.977,53.730,6297,graveyard
-1.437,51.530,1921,graveyard
-1.347,51.519,1115,graveyard
-1.386,51.511,5343,graveyard
-2.517,52.036,2408,graveyard
-1.470,54.040,4812,graveyard
-1.203,51.511,3882,graveyard
-1.074,51.993,3231,graveyard
0.518,52.784,2600,graveyard
-3.021,57.328,1434,graveyard
-1.171,53.714,10456,graveyard
-1.311,54.044,5407,graveyard
-1.895,52.372,4266,graveyard
-3.719,50.619,1640,graveyard
-1.533,54.064,3376,graveyard
0.299,52.759,13854,graveyard
-1.144,54.129,3960,graveyard
-3.752,51.593,41132,graveyard
-1.479,53.969,3663,graveyard
0.058,52.182,3405,graveyard
-1.227,51.455,1682,graveyard
0.396,52.674,5887,graveyard
-1.681,60.324,1840,graveyard
-0.472,51.298,3174,graveyard
-0.620,54.096,4840,graveyard
-0.578,54.110,2537,graveyard
-0.643,54.147,10049,graveyard
-0.666,54.022,4060,graveyard
-0.681,54.082,4204,graveyard
-1.411,60.262,461,graveyard
-1.183,51.637,1522,graveyard
-0.503,54.021,5295,graveyard
-0.522,54.127,10107,graveyard
-0.456,54.145,4072,graveyard
-4.230,57.367,1927,graveyard
0.362,52.700,4995,graveyard
-2.099,53.695,4849,graveyard
-2.009,52.462,2658,graveyard
-5.993,56.538,1799,graveyard
-2.481,52.026,1777,graveyard
-1.543,52.329,4167,graveyard
-0.009,53.148,3286,graveyard
-1.656,60.302,1445,graveyard
-0.798,51.166,9749,graveyard
-0.105,51.373,1120,graveyard
-3.630,50.312,2426,graveyard
-2.798,50.885,3690,graveyard
-1.661,51.642,1918,graveyard
-1.061,51.900,3056,graveyard
-1.147,51.975,2259,graveyard
-1.161,51.962,2645,graveyard
-1.114,52.001,3703,graveyard
-1.639,51.960,2501,graveyard
-4.840,50.279,6007,graveyard
0.387,52.751,3716,graveyard
-1.971,52.487,12236,graveyard
-0.902,51.052,3386,graveyard
-4.193,51.055,9391,graveyard
-0.469,52.912,1984,graveyard
-0.443,52.913,1638,graveyard
-2.134,53.650,4647,graveyard
-0.487,52.893,1677,graveyard
-0.449,52.890,2887,graveyard
-0.478,52.861,2687,graveyard
-0.491,52.790,4471,graveyard
-1.490,51.190,6236,graveyard
-5.101,56.821,7734,graveyard
-1.447,52.403,4800,graveyard
-1.497,52.370,5724,graveyard
0.292,52.709,7986,graveyard
-0.427,52.784,6907,graveyard
-3.297,56.055,2430,graveyard
-3.171,56.070,2494,graveyard
-0.279,53.806,5501,graveyard
0.390,52.659,4142,graveyard
-0.385,52.709,1698,graveyard
-0.400,52.706,2831,graveyard
-3.673,50.273,6266,graveyard
-2.075,52.566,3091,graveyard
-2.068,52.564,3112,graveyard
-2.239,57.426,2836,graveyard
-2.222,51.133,2592,graveyard
0.528,52.622,2625,graveyard
-0.750,54.300,1950,graveyard
0.629,52.862,6853,graveyard
0.661,52.823,3861,graveyard
1.043,52.519,6222,graveyard
0.652,52.803,4918,graveyard
-0.191,53.102,8610,graveyard
1.470,52.204,6411,graveyard
-2.001,55.772,10090,graveyard
-4.216,50.345,9043,graveyard
-3.757,50.513,9827,graveyard
-1.412,51.680,3146,graveyard
-4.025,51.641,2372,graveyard
1.048,52.386,1867,graveyard
1.049,52.385,4893,graveyard
0.373,52.693,2796,graveyard
-0.451,54.332,6082,graveyard
1.035,52.405,4443,graveyard
-3.743,51.634,2532,graveyard
0.583,52.686,4108,graveyard
0.610,52.693,7383,graveyard
-3.682,51.807,9899,graveyard
-3.401,51.945,8874,graveyard
-3.402,51.952,40372,graveyard
0.802,52.702,5403,graveyard
-2.589,55.704,2916,graveyard
-1.590,52.459,392,graveyard
-1.459,51.689,2208,graveyard
-1.620,54.105,4372,graveyard
-1.595,54.120,1976,graveyard
-1.209,51.642,5046,graveyard
1.020,52.364,10416,graveyard
1.547,52.637,5384,graveyard
0.922,52.365,4433,graveyard
1.253,51.182,1955,graveyard
1.236,51.184,4440,graveyard
-1.907,57.658,1468,graveyard
-2.396,50.976,7692,graveyard
-2.084,52.425,7762,graveyard
-2.582,51.935,3832,graveyard
-1.730,53.706,5609,graveyard
1.035,52.708,5707,graveyard
-1.658,52.310,2987,graveyard
