formOfNode,longitude,latitude
source,-3.152619639960095,53.06623902578372
source,-3.150541281385549,53.06416071094461
junction,-3.1502069620586997,53.063767324272405
junction,-3.149172823457357,53.09776921078768
source,-3.147959245310877,53.08746094952511
source,-2.882021489692321,53.06801614262704
junction,-2.881613537656997,53.07434668118839
junction,-2.878057877143277,53.069174797642454
source,-2.950916977756554,53.04289236518139
junction,-2.9525867121824887,53.12852540306073
source,-2.950361673826591,53.10582337367326
junction,-2.9461964176475823,53.10609855746127
source,-2.9446128682239188,53.098927839059215
junction,-2.9342391382694033,53.10291308842897
source,-2.9271545554256333,53.04767196573725
source,-2.92667523837616,53.0939887314015
source,-2.915286456523096,53.11250212385217
junction,-2.914481466332453,53.10021604413637
source,-2.909736345787873,53.08642357810561
source,-2.90923720303282,53.10373024461202
source,-2.906228676515064,53.09180997159005
source,-2.9031649973527127,53.11183567233987
source,-2.9012873482674575,53.05006277773078
junction,-2.902105947394025,53.09851255095911
junction,-2.9010243321270823,53.090857791885156
junction,-2.8991382481676395,53.098126717232034
junction,-2.896325810021759,53.110556332011264
junction,-2.8954658363574737,53.11475065061005
junction,-2.8934040428196686,53.09628188064454
junction,-2.8864660296691698,53.12131808707685
source,-2.8861565294510463,53.1141616846448
junction,-2.8852168107090814,53.113414027010826
junction,-2.883977227770135,53.06948325123688
source,-2.8834444910462476,53.067686371025665
junction,-2.8840067411487245,53.11381090923163
source,-3.0445254932213106,53.0376038457439
junction,-3.0443439538554666,53.03785534875814
source,-3.0781716684689386,53.04036782807796
junction,-3.063634247407439,53.044085376915234
source,-3.12892814217395,53.04592354542859
junction,-3.0710611839204085,53.04691721714372
junction,-3.0055888476531196,53.048654384989504
source,-3.079324232932608,53.04952247605544
source,-3.09126013982693,53.053714335529726
junction,-3.0372226447460386,53.05431173700402
source,-3.016968192735508,53.05512435232481
source,-3.042557876566555,53.05516089501673
junction,-3.088029574188696,53.05681646241228
source,-3.1436552794323687,53.05634541972553
source,-3.097866999903733,53.0687816534827
source,-3.132811696328402,53.068593537525025
junction,-3.1287542525063436,53.07139639003572
source,-3.255306226137635,53.07235818875643
source,-3.2515187659487865,53.04586814412399
source,-3.2507488768078616,53.04254493405176
junction,-3.250575444381899,53.04904836910298
junction,-3.2467431749284876,53.04649328208876
source,-3.229044039427629,53.10155583921772
source,-3.227204282108787,53.06251648923381
source,-3.225105825564953,53.08321479386809
source,-3.222349127228148,53.07918379986352
junction,-3.218631497622182,53.08331301721275
source,-3.214417990773431,53.09538354160105
source,-3.2124608809762787,53.040192224419755
junction,-3.2109793733093848,53.0923631177505
junction,-3.210396569248223,53.09466264915151
junction,-3.205143511011452,53.04743161996294
junction,-3.206455053543927,53.09689397599507
junction,-3.2023251648060524,53.07069751020459
junction,-3.2002941817245745,53.051181871458994
junction,-3.199443471997496,53.05597185694116
source,-3.1980119250848786,53.04877947882409
junction,-3.195632165944296,53.05605302008936
junction,-3.1953682874128257,53.06568022249181
source,-3.192933046691479,53.053477715943345
source,-3.2771121439141337,53.03517455656548
source,-3.357576502881709,53.034400321329834
source,-3.2843997110820866,53.038673712562755
junction,-3.346076829752807,53.03877710793217
junction,-3.2837306749144126,53.040738055830666
junction,-3.3331470395258043,53.041166965335854
junction,-3.355319495525691,53.046604185983405
source,-3.2673488955911187,53.04969634092732
source,-3.2936278960150975,53.04942150525573
junction,-3.293592392519974,53.050069061541244
source,-3.283307478429101,53.05360447999026
junction,-3.2678711227711887,53.05525809233979
junction,-3.296710671326141,53.05659652221599
junction,-3.3313090511806815,53.057405802568496
junction,-3.325405363796869,53.06066947499352
junction,-3.2912508476126945,53.06365260683992
junction,-3.2859743197730293,53.06375058073948
source,-3.35045954123586,53.06661765764207
source,-3.340549763005916,53.078060591443396
junction,-3.322685769919606,53.07929175168544
source,-3.298868905361938,53.07978258423113
junction,-3.30036652373506,53.08304440262931
source,-3.339946085615578,53.08449711209052
junction,-3.0334769486840263,53.010984388820305
source,-3.0288185330582005,53.01230391434759
source,-3.0292936122619816,53.01583161380047
source,-2.966518532920308,53.01763473038065
source,-3.064730071236412,53.02311690424472
junction,-3.0097750962485312,53.02395875509682
junction,-3.053113959681566,53.02553947628346
source,-3.008028438160751,53.02857961954051
junction,-3.0080775206930785,53.02891954609218
junction,-2.984452445046143,53.02958808163287
source,-2.9953576853048816,53.02996735951258
junction,-3.003749040139601,53.03166227112344
source,-3.050319002479115,53.03206381248407
junction,-2.975070951033208,53.035444712359855
junction,-2.9747542056791163,53.035610467951
junction,-3.0365341086177,53.035595751529286
junction,-3.358137192636763,53.002444863658425
source,-3.357726902344797,53.00207835926707
source,-3.351952042012783,52.98279358415607
junction,-3.3515721537709067,52.98252955691121
source,-3.3472012500501767,53.032630187668715
source,-3.34381803580749,53.01994645413741
junction,-3.3413225390679493,52.981187604143315
source,-3.338315630384697,52.97638180486835
source,-3.3292415381735676,52.97812806629113
source,-3.3307343571511456,53.03154283030365
junction,-3.3288476377058647,52.978197467842136
source,-3.3273115725365714,53.001601257800104
junction,-3.325673322923671,52.97863170752387
source,-3.3248292467394998,53.00464440368314
junction,-3.3240865644839905,53.00091767725206
junction,-3.3233267296327385,53.00160972420889
junction,-3.3225312644170963,52.99879226624971
junction,-3.3217945932717767,52.979607425873354
source,-3.3223866924289336,53.024178120800094
source,-3.319959607902324,52.999489692198644
junction,-3.3177725229860613,53.03228077201656
source,-3.308163375638964,53.022080458589805
source,-3.305208429774586,53.01431843389897
junction,-3.3016260053868587,53.00759891684418
junction,-3.2974640448479295,53.009362629680865
source,-3.2947718000812047,53.007116666651086
source,-3.2835235299661094,52.988299494223014
junction,-3.281001418272692,53.01467664674872
junction,-3.2786327464474763,52.986288238848715
junction,-3.2781404698543146,52.97696642995549
source,-3.2765219917943074,52.99520201003026
source,-3.2706317430349077,53.02400528581837
source,-3.2697604895710524,53.01039818351291
junction,-3.2677643867127624,53.02152676686386
junction,-3.2645922354910653,52.97763636525038
junction,-3.265431830515873,53.021875694363644
source,-3.2630945613015387,53.00868921991911
junction,-3.259500345356916,53.023626764283605
source,-3.258042242513121,53.03031374216145
source,-3.255092518451115,53.01967851826919
junction,-3.253345595613905,53.02325813533077
junction,-3.251881662681334,53.023511065803916
source,-3.2502616600761454,52.98474805079986
junction,-3.2501634560206836,52.98292074307035
junction,-3.246349643123943,52.971191373692314
source,-3.245726997674709,53.01812883543105
source,-3.2378974467600914,53.00166537732192
junction,-3.2325259491586635,52.97382418540008
junction,-3.2262783080793604,52.991986990275734
source,-3.2069473423017527,53.02944444233765
junction,-3.20198495300685,52.981877074591196
source,-3.1987858284305,52.99314707840604
source,-3.198789536405738,53.03200667170259
junction,-3.1960688154887937,52.98001250582471
source,-3.1959598233927786,53.01202011196104
junction,-3.193610332639693,53.01190312435617
source,-3.192888851485613,53.01868228984815
junction,-2.9849419662337646,52.958720306970136
source,-3.0296846080506263,52.959240338338255
junction,-3.0500561507242208,52.96031396237566
junction,-3.040896417633158,52.96153057061157
junction,-2.968489459464937,52.96415804146614
junction,-2.974443489897658,52.96878079780185
source,-2.9746304743057594,52.9692026730818
junction,-3.055213526755929,52.97122771885018
junction,-2.9629885831600755,52.972618323089215
source,-2.969522479850725,52.97343350062266
source,-2.9726676437875836,52.98587819556883
source,-3.00369733814289,52.98576270263798
junction,-2.959181351662649,52.986303865557375
source,-2.9754414381865826,52.99345953455467
junction,-3.022725646476169,53.00051464000295
source,-2.975390469095031,53.00184007886477
junction,-2.9639893993600888,53.00365241096006
source,-3.0592055074741973,53.004086879025714
source,-2.970972169986615,53.008965197470076
junction,-3.1869194775708167,53.003240946633866
junction,-3.1851371817592855,52.983602113621295
junction,-3.183783231876928,52.95644988372577
source,-3.1787426708507436,52.97813226267318
source,-3.171866748995374,53.00087559955413
junction,-3.1705911949928347,53.00583833156721
junction,-3.1647296640681604,52.969578981345364
source,-3.150001954592301,53.02370823985433
source,-3.1443291286061763,52.963720537436835
junction,-3.1383471690262925,52.974764390276704
source,-3.1384062804637303,52.97842352546142
junction,-3.127052052942303,52.964250186830974
source,-3.1178813490286132,52.967265829546655
source,-3.1168431985203697,52.98729009600027
junction,-3.1137718168805386,52.96333097654545
source,-3.10583894033805,53.00314263950797
source,-3.104214624502741,52.96482282711158
junction,-3.101808466785996,52.9636543886595
source,-3.099681722313993,52.96290744922987
junction,-3.0988308464585583,52.96339446982029
source,-3.098186719967003,53.01597117199489
source,-3.0966195999837454,52.97950908284167
source,-3.09609269152184,53.00019414130171
source,-3.096777732863601,53.03040301986629
source,-3.0946337903804695,53.02591872848086
junction,-3.092106473852649,53.00079636550265
source,-3.090920166520735,52.97208151712332
junction,-3.0895454051286206,52.97089266163932
junction,-3.086085477450493,52.97903452021643
junction,-3.083439644733179,52.96818569315408
junction,-3.0845220896682424,53.02609714450283
source,-3.0832900661054494,52.985577605488054
source,-3.081710535878923,52.96330567847865
junction,-3.08108830620644,52.9759755987728
source,-3.081568090446916,53.02398740972973
junction,-3.0775909218675768,52.96461181703479
junction,-3.0752233010107446,53.02590732053117
junction,-3.073482716561936,53.00110875421879
source,-3.0703816598830596,52.99348090389804
junction,-3.06790750303048,52.96293447428496
source,-3.0671346067620457,52.964727929947905
source,-3.0643764863883134,52.956094465185494
source,-3.0639630072079895,52.9547445957214
source,-2.727889459671493,52.95358359709116
source,-2.792038174038241,52.95430290866972
junction,-2.724198300079811,52.95643153036414
junction,-2.8352755152898306,52.957409346541574
source,-2.7656848035704327,52.96079892567208
source,-2.8598777184520965,52.961322552307
junction,-2.8610143041988043,52.97715353258332
junction,-2.7268660551612283,52.98324907420832
junction,-2.7602540454147477,52.98654147386057
junction,-2.8656137898158414,52.9882647298706
junction,-2.866637600830243,53.00796097513226
source,-2.8835348362128936,53.009491824151674
source,-2.8622677616740124,53.01357725243724
junction,-2.8608335498802497,53.019754206901105
junction,-2.8820808292953237,53.01980433442698
junction,-2.8612101332829396,53.02265865567304
junction,-2.861082505847824,53.022845301218894
junction,-2.864992419880563,53.02619568103855
junction,-2.860248236103952,53.0262476276909
junction,-2.953754961658557,52.99143569202828
junction,-2.9484156686008403,52.97228244118865
source,-2.9415134696958516,53.03909947615642
source,-2.9393158054197226,52.96581338325337
junction,-2.937816298951955,53.02927194270753
junction,-2.9362932845422662,52.994890926520135
source,-2.9328516229208064,52.98272803202272
junction,-2.932070340274465,52.983542498791074
source,-2.931660394190061,53.038621437899145
junction,-2.9235215544510105,53.03881023327746
junction,-2.923280118169837,53.03853927882644
source,-2.9197338461010416,52.959325082388794
junction,-2.913641439698773,53.034748178101225
source,-2.9036673068879226,52.94402760050436
junction,-2.904566406835757,53.029151161133356
source,-2.8957206583363186,53.01623657296644
junction,-2.8952327527740143,53.0112965919639
junction,-2.894034662743412,53.01555536784384
junction,-3.2508149583129264,52.92606946227465
source,-3.2451757635494207,52.90426695976214
source,-3.2429182255689235,52.919501654293164
source,-3.2440221853093054,52.96905794075081
source,-3.242779425050714,52.93583667677779
junction,-3.240226908653099,52.925165976286976
junction,-3.2357731025097642,52.924438547981325
source,-3.235475531100098,52.93313302308065
junction,-3.2345790181253284,52.924510387403096
source,-3.2290624546583584,52.918738667886764
source,-3.227383217113989,52.901898332787724
junction,-3.2268656055550493,52.92150930601032
source,-3.213718346732524,52.934579290137435
source,-3.2077099945352896,52.905861292133714
source,-3.208475078592638,52.95432857493363
junction,-3.204259729572388,52.905354869265494
source,-3.2022791515860254,52.969744237649024
junction,-3.1978649412620235,52.91446079794282
source,-3.1985587425161834,52.94946791792655
source,-3.1978062420621187,52.93762957450877
source,-3.1542944202707623,52.90143772964722
source,-3.1478657206640754,52.90282495758979
source,-3.1367851533435913,52.90454484657226
source,-3.162626310061379,52.90753650107944
source,-3.1418275871571195,52.91498449895757
source,-3.1558035419601786,52.91675425711586
junction,-3.0762432293615714,52.925468664780354
junction,-3.1568968446329997,52.92605990532695
junction,-3.1557298602959976,52.92649072795009
junction,-3.145655972352341,52.9305954095481
junction,-3.1872448920593057,52.93115856809646
junction,-3.1791517830561213,52.93244488639201
junction,-3.1807863570865518,52.93310881785029
junction,-3.140058626309238,52.93494078681694
source,-3.1812179356903343,52.93853723318604
source,-3.080213668540071,52.94402305427741
source,-3.1572579336819473,52.944924731584436
junction,-3.0645985470027384,52.946324577934
source,-2.790232059956407,52.90866058079979
source,-2.782839115386398,52.910069118741
source,-2.78637746659172,52.91791049925846
outlet,-2.7586038492260707,52.9303981126819
source,-2.7727418801526156,52.93065577572647
outlet,-2.764566817944196,52.931438261374815
source,-2.8410508653402604,52.942619077217
source,-3.3533928007297935,52.93629142953377
junction,-3.353011323970871,52.94194370541141
source,-3.349115057238524,52.89737315399708
source,-3.341810797282376,52.89968695676336
junction,-3.339649897096223,52.90034802377439
junction,-3.3365113070134242,52.900397681922
source,-3.3362647396355176,52.89981574826784
source,-3.335511006221158,52.93382981349253
source,-3.3158197526525246,52.91274000927837
source,-3.3131311875426026,52.96923298119199
source,-3.3036069337098657,52.92661523631758
junction,-3.293080950203094,52.909923824299995
source,-3.291183489800295,52.95335440338895
source,-3.2869561622711503,52.95788476338857
junction,-3.283658584516052,52.90081226559709
junction,-3.2849508486015053,52.95734109389874
source,-3.2657551322624307,52.90599203692722
source,-3.2641108690028946,52.92179364041274
source,-3.264517983391941,52.93637366174849
source,-3.254201931054356,52.899849277331285
outlet,-3.2539735344006853,52.926119676723744
source,-3.253948341182459,52.92604065207527
source,-3.2547708266644726,52.95448167602515
junction,-3.0553441322761503,52.928785668135895
source,-3.062515606799252,52.92881217652201
junction,-3.0218805445352612,52.94326885990137
source,-3.022408761247115,52.94339808136415
junction,-3.0624705720443646,52.95505982258991
junction,-3.0303864071756883,52.95612995712091
source,-3.002138581478031,52.957991837912594
source,-3.2414264755107585,52.844749114241765
source,-3.3346374464176445,52.84411768262255
source,-3.1904753303399533,52.845782435927006
source,-3.3441281911474148,52.847434448456355
junction,-3.224132629394756,52.850402806050894
source,-3.224786596630034,52.85426254484838
junction,-3.302040041538826,52.85713994943886
source,-3.3276383747658427,52.8584667029671
source,-3.257982140378314,52.860549353242675
junction,-3.304956547688176,52.864359172863146
source,-3.20622157161018,52.865835500433356
source,-3.275946385355635,52.87351947961253
source,-3.308850889755602,52.87567767904685
source,-3.342632833715695,52.87556125831281
junction,-3.341558640662798,52.87687857225881
source,-3.1942607078394376,52.88133335598174
source,-3.227716724530202,52.886822623409664
junction,-3.252935538503801,52.88697650810626
source,-3.224729596992479,52.88979361509369
junction,-3.2251852986875833,52.89011461781461
junction,-3.2350744110431258,52.89184170609817
junction,-3.2242796414693755,52.89304612128892
junction,-3.2249720593436586,52.894180156410904
source,-3.2508888814628003,52.89487594611287
