formOfNode,longitude,latitude
junction,-3.294032584733249,51.483085176292484
source,-3.291868784811964,51.46991461250213
junction,-3.2914518471737653,51.4945788722277
junction,-3.290989370744758,51.483013699565156
junction,-3.2910634901245395,51.48861993256712
junction,-3.2873876281943137,51.43387038863223
source,-3.2886675788416033,51.496707784749546
junction,-3.2836158901892323,51.477306151543345
source,-3.281655905064708,51.43338235840005
source,-3.2680019956970963,51.48452551646946
junction,-3.265111595749172,51.485746379843846
source,-3.2518730042668116,51.43643732819688
source,-3.2508260963993805,51.44736932626738
source,-3.2502514028285203,51.44402125337549
junction,-3.2494650421618023,51.444374932897034
source,-3.237628505112091,51.458902205223765
junction,-3.2289219858186984,51.45037003656254
source,-3.22261032026327,51.475047715265895
source,-3.2215791267444756,51.43976528490388
source,-3.22003615740052,51.43804823706053
junction,-3.219360442612571,51.44588775594013
junction,-3.2189373337066063,51.43733815168828
junction,-3.2188991471665886,51.43731966562407
source,-3.2173012688164833,51.4489340682183
junction,-3.2172524901196495,51.47391913840752
junction,-3.2152115000787536,51.43208621292966
source,-3.2081532070650494,51.44193026243825
junction,-3.201722399821862,51.497400197998445
outlet,-3.312387955766592,51.39177541312592
source,-3.3015824643777116,51.39756658329942
junction,-3.3042942435025027,51.39760116863869
source,-3.303974599122251,51.398836109649736
junction,-3.234880379011591,51.408195819112464
junction,-3.227440811513578,51.40863259376878
junction,-3.2274500396084833,51.40864967193386
source,-3.2233798751963847,51.40930154123744
source,-3.313836986438421,51.410331894200205
source,-3.22455199870284,51.41247077637045
source,-3.1900144857219366,51.41308793615708
source,-3.2645634536239334,51.415043574613435
junction,-3.225743350892565,51.41556777128661
source,-3.308843040062147,51.41469977512537
junction,-3.199147981918375,51.41605175217543
junction,-3.210520710490336,51.41606600986022
junction,-3.225425230138185,51.416480734229495
source,-3.207884269877266,51.41705608349972
junction,-3.207929148676965,51.417258301320985
source,-3.2079310133619097,51.417356295266394
junction,-3.3117040126819073,51.4165947934913
source,-3.2127090438115635,51.41794250081119
junction,-3.234144356155373,51.42305791024358
junction,-3.3025526588750544,51.42340705455581
source,-3.2771034963466446,51.42848372260509
source,-3.2487004906851364,51.42916100372726
junction,-3.240140129209341,51.42950350246416
source,-3.1959983763721715,51.430615489293636
source,-3.2685496150708873,51.4302741507804
junction,-2.6943851518420736,51.610516643982756
source,-2.692791402149004,51.61006129547463
source,-2.6926745670928676,51.61284942195585
source,-2.692396755219965,51.6206709110091
junction,-2.691971276361379,51.60926310820912
source,-2.6840827039552355,51.60766482231478
junction,-2.682495855930764,51.60983155808991
source,-2.682467237609702,51.61002243295369
junction,-2.6812214019944567,51.60842182202555
source,-2.678569510982623,51.61793843310587
source,-2.6773852955525235,51.61210165395857
source,-2.6658209366312446,51.616024705961706
outlet,-2.7724579298123513,51.573649542428655
source,-2.756248287894937,51.58128824370479
junction,-2.7386879752061635,51.58290583147068
junction,-2.737641533028547,51.582892184029205
source,-2.7259122261103372,51.58543242491976
source,-2.7595904634612163,51.67704676514745
source,-2.778615729160308,51.681391678959365
source,-2.772234913935237,51.684720788554834
source,-2.710764113726954,51.68579362414175
source,-2.7318348650205877,51.68730035661493
junction,-2.7772693148211247,51.68957591045981
junction,-2.7213945715054995,51.694402652274235
junction,-2.7821131116732403,51.69402909214753
junction,-2.779814282230143,51.69413779903746
source,-2.765032468346114,51.69465284791661
junction,-2.7258546187393264,51.695432011998406
source,-2.7262624761149388,51.69551293003617
junction,-2.7134765196726196,51.69820265231945
junction,-2.713320485108221,51.70010328572044
junction,-2.7389798646655534,51.70223113221129
junction,-2.7841653072544723,51.702316943584904
source,-2.6805853597975617,51.70350842840662
source,-2.785854264898491,51.66266644929635
source,-2.782290437612313,51.663987977918815
source,-2.780951840244124,51.62211667566814
junction,-2.7806528898573393,51.611407481010694
junction,-2.7804436731916815,51.61236970217209
junction,-2.780668996762602,51.66223438678422
junction,-2.7783675175858042,51.61746079653837
source,-2.771950713500258,51.620757728031705
junction,-2.758055641503087,51.65530615540801
junction,-2.75552873996711,51.660994758226714
source,-2.7550572192018348,51.66166045728975
junction,-2.7509878057414516,51.64748661486183
source,-2.7509833067947915,51.64747675308723
source,-2.7501657207659056,51.641254344681734
source,-2.746041489246566,51.645689749005705
junction,-2.7446773825381756,51.64551768265687
junction,-2.7439709310399536,51.64560515261451
junction,-2.738446199380647,51.645651903908146
source,-2.7325561264221974,51.66284690518079
source,-2.7052501555385984,51.59556658220561
source,-2.7056849134883216,51.670214110662876
junction,-2.7026655367468466,51.59396533131106
source,-2.7026911196417513,51.59748354028384
junction,-2.7016090933514088,51.59513550882515
source,-2.696737457133381,51.599008657247644
junction,-2.6964963142957763,51.61427901055053
junction,-2.8691444271986466,51.570316023641595
junction,-2.8688939633364963,51.57055157024618
source,-2.865492250439077,51.5877093496544
source,-2.8648031065646657,51.5797186796435
junction,-2.8628129811946765,51.574226170476926
source,-2.8624034303644024,51.57093934131818
junction,-2.858046376375797,51.5502453835614
source,-2.850895005080933,51.575425017069264
source,-2.834618585989329,51.57466857880415
source,-2.8320495604021008,51.56322589817845
junction,-2.8308832370053474,51.56165434357167
junction,-2.830791084784841,51.56172719861584
source,-2.830084931947371,51.574185075812
source,-2.8260044636087884,51.5762398524568
junction,-2.8213338810506197,51.56880550906633
source,-2.8152055593382017,51.5733976217481
junction,-2.8124290225795034,51.56125273279374
source,-2.7984872462371757,51.573317837150825
source,-2.7909081220456446,51.58142334516899
junction,-2.8863506711469284,51.67674920490195
junction,-2.8845418507471554,51.68996549708643
junction,-2.881798737340861,51.68268257350896
source,-2.8816299151783613,51.690676854909924
junction,-2.8810102716827446,51.682697033243954
source,-2.8774702216837325,51.68158891005997
source,-2.8636275432571128,51.68670550134048
junction,-2.860122668056922,51.66890222140303
source,-2.8534974835037414,51.677799477221356
source,-2.8527065043697,51.66642846044424
source,-2.8499491221655333,51.692917109036934
source,-2.8420177367418558,51.673940876805666
junction,-2.8321458594231346,51.696281052329674
source,-2.830223529588418,51.695734943626974
outlet,-2.8282974668959815,51.69564739021046
source,-2.8223670936214416,51.67495995177423
junction,-2.8150607643969265,51.66162088064735
source,-2.811347126762048,51.663326199056556
source,-2.8013773486305467,51.69955442908597
source,-2.7936100952804823,51.68938156280266
source,-2.8707139712049874,51.622331659719734
source,-2.8091253916884127,51.62762670269475
source,-2.9040303880553258,51.62877819804651
source,-2.844034522928746,51.631959786053514
source,-2.8863630180876565,51.640165352663
source,-2.800764880021131,51.641818247367894
junction,-2.7956157386247686,51.64266995119921
source,-2.871634914584589,51.649469060269524
junction,-2.874424762336981,51.65198282999873
source,-2.859599676277004,51.65351314266005
junction,-2.892270446511105,51.65339284460974
source,-2.842674518974749,51.65467795277388
junction,-2.895604161115681,51.656769026757296
junction,-2.903074082561887,51.696084193082186
junction,-2.9015902997931313,51.67135322636681
source,-2.898973988115094,51.659599864197986
junction,-2.897916561696409,51.667560816769075
source,-2.897633973602182,51.681197340551925
junction,-2.8955734387451773,51.66457304627043
source,-2.89150522016161,51.69256801016345
junction,-2.8912358543062164,51.67933530236346
junction,-2.890532183191447,51.66004174827346
source,-2.8910559232049526,51.69137088567768
junction,-2.8909737584782498,51.69139344811124
junction,-2.890747751569734,51.69030153606465
source,-2.889841903877149,51.67987537915077
junction,-2.886922741603745,51.66324476382023
junction,-2.8871620485000906,51.680006160126574
source,-2.9263183147863283,51.602885348358015
junction,-2.9245879097971845,51.542050741905
junction,-2.9143226922862757,51.542992158980724
source,-2.913066505925434,51.582996871660804
source,-2.910495458557303,51.5624708443727
source,-2.905899572907839,51.571392206773936
junction,-2.898520475305188,51.59433757463162
source,-2.897291709882417,51.59300759252633
junction,-2.892960978492637,51.60265098828397
junction,-2.889541823534387,51.599637180202805
junction,-2.8880847939280634,51.60055771139716
source,-2.888021528755377,51.60054901876216
source,-2.885506275274753,51.601122983594685
outlet,-2.8705731267425096,51.542172386547655
junction,-2.8711756463292293,51.57791143613627
junction,-2.9618326244501194,51.62664069824474
source,-2.9617881361828986,51.62858072132927
junction,-2.9595148892417202,51.625542826034284
source,-2.9593958764901216,51.625708344358536
junction,-2.9570643751586676,51.62327178320881
junction,-2.9555882335599457,51.62062770294999
source,-2.9543550815019106,51.61693788684643
junction,-2.9521277782371502,51.6164501107292
source,-2.949066092078286,51.640136435540185
source,-2.948317467338774,51.63189140266745
junction,-2.946733115316929,51.6308463366294
junction,-2.944190372176595,51.64454806053283
junction,-2.9408840047626224,51.638938180215085
junction,-2.9404624576587253,51.637728870800125
source,-2.929976231849685,51.64696532514236
source,-2.924033248902501,51.62162450403861
source,-2.9050107344951384,51.62517565243175
source,-2.9051841016585445,51.64024040934377
source,-2.9991636385001756,51.683545889666334
source,-2.9922478760577826,51.69309818507774
source,-2.9913867958971294,51.663993502921066
junction,-2.9898396496021102,51.67577572345622
source,-2.9853279204693375,51.69620985859277
junction,-2.9814644540844206,51.693555646833005
junction,-2.979433179539966,51.67364693762237
junction,-2.968933493400068,51.66489558166509
source,-2.9601758827040645,51.672887320798445
junction,-2.9563980130026475,51.65377677729928
source,-2.948945650007008,51.66033289092603
source,-2.9479489436543456,51.683337825860725
source,-2.939264837586369,51.6657641767467
source,-2.9378517737174663,51.68374007210668
junction,-2.9377933154275473,51.684348001813284
source,-2.9307748882302938,51.69814716815336
source,-2.920707297598719,51.673614509564736
source,-2.920273594222671,51.653824070291435
source,-2.9187138150177767,51.66317673028181
source,-2.917389711442533,51.66953802975499
junction,-3.0147427674194343,51.59801118774212
source,-3.0151616237193117,51.59821922819832
junction,-3.0147864812203617,51.59829467560059
junction,-3.011671003688535,51.599030654837314
junction,-3.0072814479720873,51.599370892322206
source,-2.9505540754919957,51.59987682026209
junction,-3.0125364788326343,51.59959811542702
junction,-3.008273581188722,51.59969443311628
source,-3.012122633614756,51.59982971310342
source,-3.014887240867363,51.60111061247618
source,-2.950417363469911,51.604565332110404
source,-2.9639556749827736,51.607835210164374
junction,-3.0113069868979028,51.60803476660441
source,-3.025977593653284,51.632245916379055
junction,-3.023071794766621,51.62955977404387
source,-3.022614298626846,51.629954355253226
junction,-3.0218276354619356,51.623378728827525
junction,-3.0207025517463464,51.62121389921186
source,-3.0201730133422116,51.62449872842541
junction,-3.0199469620039197,51.61758884823413
junction,-3.019551535705756,51.61651481940921
source,-3.0194082066022845,51.621520072357846
junction,-3.017293525301993,51.61307659869716
source,-3.016867201653479,51.6138720944636
source,-3.014897055123066,51.61865514804904
junction,-3.0098218799149445,51.642687382745514
source,-3.0058032067616725,51.620879452695775
source,-3.0027549571133725,51.6237188226767
junction,-3.00182354262362,51.62302606167502
junction,-3.001147619526158,51.619908510206905
source,-3.0007770237917977,51.62324557215893
junction,-2.9946288237843355,51.611937945229904
source,-2.989295745657333,51.617015614402305
source,-2.976093369533407,51.623025525747416
junction,-2.9758366294661904,51.62704239595998
junction,-2.959217310400734,51.580392091807376
source,-3.025263348239885,51.580215718674346
source,-2.9589102576210053,51.583938829539605
source,-2.9400382599435697,51.58501075000157
source,-3.023079873525639,51.590466834132926
junction,-3.029247267738026,51.59064218830215
source,-3.0016709956154948,51.59144064209536
outlet,-3.0172920607142495,51.59303849988242
source,-3.0169860809159195,51.59343561537628
junction,-3.0266901720202033,51.5933554301995
junction,-3.0266708678305454,51.59335721758953
source,-2.9586533958479055,51.59737825998117
source,-2.9417126642492137,51.53939773694994
source,-2.96077898611187,51.55164452485059
source,-2.9342935284203646,51.55546141399366
source,-3.01995020393103,51.55486456844086
junction,-3.0146249466959465,51.562878016158656
source,-2.948229500929791,51.56347606980764
junction,-3.0330704216201587,51.69967001042986
source,-3.03198198766677,51.65415754755219
outlet,-3.0312839947984296,51.66590062243683
source,-3.0315782582251916,51.68135250171859
source,-3.0310519620472296,51.66339977386216
outlet,-3.0310640939618163,51.66441166577015
junction,-3.0309393746601443,51.67119004392092
source,-3.0303773010859487,51.671069995055014
junction,-3.029490172359418,51.65488580043657
junction,-3.0297265871271013,51.67983039371284
junction,-3.0276352203317556,51.66163348615405
junction,-3.027616978887184,51.663478890719006
junction,-3.027470136615194,51.698158212428275
source,-3.0267095992570745,51.67543127267107
junction,-3.025734850046038,51.67761394146541
junction,-3.016430031526976,51.66529409780935
junction,-3.016284156075556,51.6632016814679
junction,-3.015486880068747,51.67036323075365
junction,-3.011511431970661,51.65378855885344
junction,-3.0110164258014125,51.68309170933702
source,-3.008452038116632,51.68604930340801
source,-3.0033841671571557,51.654985117670854
source,-3.004122736971144,51.6966824176733
source,-3.0025470335536384,51.6753319984131
source,-3.0017594227127877,51.701054382647904
junction,-3.360087119689213,51.80707800478675
source,-3.3591819255389033,51.808810362130785
source,-3.3583071993148716,51.82660669258411
junction,-3.3566730970298853,51.82388295495487
source,-3.356168211923657,51.814721161187826
junction,-3.3550032547183024,51.8077571320529
junction,-3.355496736603292,51.824341425141164
junction,-3.353817622944913,51.811300165321946
junction,-3.3527203819023725,51.82453686689288
source,-3.352655490249175,51.82434213710023
junction,-3.3469631123658954,51.82755273087239
source,-3.346635977327653,51.81924693765431
source,-3.347050948448502,51.841971446477366
junction,-3.346269584026855,51.82309448286631
source,-3.3461021169679817,51.83038368715046
source,-3.345484157997829,51.82072799597888
source,-3.3446710887213853,51.82280913090543
source,-3.3443744334099175,51.81819176493761
source,-3.3420761396384733,51.81368492991407
junction,-3.340749740153385,51.794828102952344
junction,-3.3405427611720286,51.792929462278885
source,-3.3403671981460623,51.79577631236911
source,-3.3397704548927214,51.792772103105136
source,-3.3385996814002095,51.79635492108902
source,-3.339427159910027,51.824498705258016
junction,-3.33936240954982,51.82809731726139
source,-3.3364095961632443,51.82919002894245
source,-3.327629598586135,51.80006247485267
junction,-3.33762581654801,51.68042711362162
source,-3.3459212296669016,51.68413916880759
junction,-3.3389974130656097,51.68778831030258
source,-3.336450586632599,51.688196502408125
junction,-3.344187812862359,51.69109642371134
source,-3.3475213684186693,51.69261325370116
junction,-3.343295804877159,51.69373212722354
source,-3.349615433525141,51.694284241204315
junction,-3.348818396820004,51.69458248205283
source,-3.3525112689443373,51.696674022271786
junction,-3.351194179599345,51.696885022434635
junction,-3.3390994320958884,51.6978315423488
source,-3.3610865520517037,51.697579244847425
source,-3.349958081489962,51.6978778074456
source,-3.365358423120446,51.70052445207838
junction,-3.3630682656610573,51.70342175570803
junction,-3.339603562013009,51.70408717874445
source,-3.3692076677735887,51.70544776013193
source,-3.3397772165327226,51.707290025059145
source,-3.3539846531666377,51.708997297514784
junction,-3.3510927930618473,51.709422006722576
junction,-3.3227431717305875,51.710356024491546
junction,-3.322705041246477,51.71039349965545
source,-3.322923409574653,51.7107442341739
source,-3.3584683104487927,51.71097585898042
junction,-3.3239153658007745,51.71175235631897
source,-3.3533840918491884,51.71172475352765
source,-3.3232190034441818,51.71209918971863
junction,-3.352156536443577,51.71240913340173
junction,-3.3502143373537145,51.71265644740913
junction,-3.352009137727885,51.71514934635003
source,-3.346314780568068,51.71869534824621
junction,-3.3569171864246266,51.71917337198378
source,-3.368012134523783,51.720100584840054
source,-3.3624800733311053,51.72056806728969
junction,-3.359425373876523,51.72105915728558
junction,-3.3546252600451596,51.72133382591352
junction,-3.3600972188940923,51.72200791851529
junction,-3.352224862855529,51.723054169434874
junction,-3.3677847724535313,51.726889547972945
source,-3.3416068021553813,51.72782164835039
source,-3.3594321113235543,51.728493150382604
junction,-3.3689191529727878,51.72907273926618
junction,-3.3689286336320516,51.729098974490995
junction,-3.3718341766864226,51.735176922633556
source,-3.3474668303626767,51.73627015376591
junction,-3.3547367880991463,51.63273501767897
source,-3.379559974433149,51.63485572297233
source,-3.3332186596716338,51.63563217351974
source,-3.3535076623892035,51.635590435331665
junction,-3.3555515350106138,51.6356653115749
junction,-3.358158213079617,51.638345768746575
source,-3.3674494944855256,51.640630091588605
source,-3.355366161694123,51.64140837325531
junction,-3.3255279243128912,51.64532790391395
junction,-3.3671838522089357,51.64619202421978
junction,-3.369126096662166,51.646230353716874
junction,-3.322101461300729,51.6471233574013
junction,-3.3709032367974583,51.64669337495089
source,-3.377995481903733,51.64685168210983
source,-3.371789808137291,51.64707605150355
junction,-3.3699933625720755,51.649755641782825
source,-3.3761121099391698,51.653525567519026
junction,-3.3718097572339314,51.653983786084105
source,-3.369176659837284,51.65426323647994
junction,-3.372483307931229,51.65516723994392
source,-3.3725080924440087,51.65524113269334
source,-3.3529950628558995,51.65551860708284
junction,-3.3395941433737537,51.65803135960325
source,-3.3795824689226,51.6577845489604
junction,-3.3763158319476694,51.659013493709246
source,-3.3561383914377205,51.65964680291932
junction,-3.3780797787797865,51.66002326483188
source,-3.3767455400431894,51.66110822389909
junction,-3.380396156825686,51.6611013279401
junction,-3.343278414897124,51.66182516090432
junction,-3.3842718152025357,51.66170868397575
junction,-3.327491703155938,51.66288967931389
junction,-3.3567232868082355,51.66258234059067
junction,-3.3497034899502296,51.66287868837142
source,-3.342901724782623,51.663011529355686
source,-3.3298534704347125,51.66317424827444
junction,-3.3534921181772748,51.662913394364544
source,-3.3624120955297787,51.66331260159991
source,-3.346412135750056,51.66443482952878
source,-3.3819172529132766,51.66479147865775
source,-3.388452542975583,51.669027033078756
junction,-3.360097142165606,51.670646617297145
source,-3.3623426331694746,51.67187898636641
source,-3.3383317820386775,51.67679638262205
junction,-3.372378644079647,51.67688168352504
junction,-3.3369841484090728,51.67811347015582
source,-3.3688996634139055,51.67778280449422
junction,-3.3420366217610247,51.76872436242519
junction,-3.393734574220891,51.76844244335295
source,-3.371643166763732,51.769981067957204
source,-3.340913706893582,51.77034137590622
junction,-3.3299643347118866,51.770752900624316
junction,-3.3495125233855627,51.77180299586531
source,-3.3390248520767876,51.77334309446174
source,-3.333131466206383,51.77438046850229
junction,-3.3247166111502984,51.7749076668355
source,-3.327631540628273,51.77490615500123
source,-3.324719661030253,51.774952410631975
source,-3.3423334822732005,51.77644261527265
junction,-3.3876760511003043,51.77720251006581
junction,-3.3416749766617744,51.77917378360088
source,-3.338170220957613,51.783779676482574
junction,-3.3360216729800998,51.78438632482467
source,-3.3375668108050487,51.78556229567217
source,-3.3362081495466924,51.79023953032192
junction,-3.397161848267934,51.79044029989352
source,-3.3807330772440713,51.73700562292299
junction,-3.3849041758391207,51.740009213290534
source,-3.3611239508570794,51.74084540816616
junction,-3.396751570749825,51.740934932626054
junction,-3.3797663655988863,51.74182996744844
source,-3.399102571658481,51.743213604146476
junction,-3.395527881549969,51.74490717456704
source,-3.3286687654276914,51.74723673505478
junction,-3.3336079884388257,51.74780488856547
junction,-3.382763190296321,51.747354031449355
source,-3.333940563622221,51.74821724683537
source,-3.3576960038480674,51.75031850373343
junction,-3.3998248487801153,51.75126966286058
junction,-3.3934210525021458,51.752432605081815
junction,-3.3674211550507747,51.75380509463372
junction,-3.368569454766698,51.75442806637474
junction,-3.396388179212792,51.75514146652292
source,-3.3904922640573396,51.757647231403645
junction,-3.4036237511271805,51.758141298446574
junction,-3.3966470819745593,51.75934802876904
outlet,-3.3424291312413836,51.76033545281611
source,-3.336009676620547,51.762272307971244
junction,-3.4004802100842006,51.7656235624175
source,-3.402115482773052,51.766756616432716
source,-3.4259331117023724,51.829746384093944
source,-3.412188733240067,51.82239681279918
source,-3.4081078700219036,51.809313415003395
source,-3.4080152230968106,51.829913312693115
source,-3.4028094545992826,51.81518093718279
junction,-3.398348352552829,51.840129005924666
source,-3.3883758385506515,51.81912550932378
junction,-3.386885585196078,51.81536312224469
source,-3.3845805022164814,51.796759770417715
junction,-3.38351373214319,51.83523027174563
junction,-3.381353099890728,51.84147639366367
junction,-3.3788809158609485,51.829862687173375
source,-3.378870392973032,51.830164297856406
junction,-3.3719175105151398,51.811848776853296
junction,-3.3697950244436443,51.81863861269641
junction,-3.365803414628439,51.80406356737131
junction,-3.3634939069504126,51.82129819320717
source,-3.361039522218575,51.83835555315878
junction,-3.4261522074273665,51.709263780983
source,-3.4150282591563705,51.710200294982265
source,-3.43123190211518,51.711543815920265
source,-3.39581982465652,51.712181990768464
junction,-3.4236400357471117,51.7122182036883
source,-3.4174360552049445,51.71578033115102
source,-3.418496555188304,51.716798345741914
junction,-3.4197342359348286,51.71721841496244
source,-3.4189821017177104,51.721182081137414
source,-3.376913994834809,51.722229764344426
source,-3.3937507447640973,51.7226758278739
junction,-3.43029467929885,51.722432945548604
source,-3.4306748522709594,51.72315700909589
junction,-3.37297357529993,51.72885539202036
outlet,-3.3844088896868927,51.72891927824696
source,-3.403021172782397,51.7288988952884
junction,-3.3836799073419437,51.72958543095439
source,-3.3899221228775334,51.729657229780415
junction,-3.3745740945397276,51.73228409694216
source,-3.3770841169380774,51.732395512267416
source,-3.4214779212834845,51.73267043525403
junction,-3.429035770381719,51.64885964409486
source,-3.4235255485615763,51.650351349675056
junction,-3.428593585661102,51.65061934031407
junction,-3.4289464015402586,51.651730578149326
source,-3.402872425643462,51.653169200716945
junction,-3.4024053730048194,51.65481300477863
source,-3.4261513052870085,51.65464412058652
source,-3.407339684985775,51.65506912478104
source,-3.401736718240417,51.65646946422914
source,-3.4051195342940157,51.65658926210207
junction,-3.40025629875774,51.65670689040675
source,-3.4319441344652764,51.65639446343656
junction,-3.3987772063125683,51.65755590673259
junction,-3.3951583539328003,51.65854535571311
junction,-3.4022338813119246,51.65872641362412
junction,-3.3905366865173314,51.66087043972148
junction,-3.3922425521488035,51.66098689995811
source,-3.3954284124555696,51.6611472591868
source,-3.401123814443939,51.6618653174978
source,-3.4138137261973744,51.66523341324552
junction,-3.395196342183151,51.66608320145823
junction,-3.3985974448664433,51.666482978256354
source,-3.401709901869769,51.66697368332324
junction,-3.3969137426526546,51.66863102552503
source,-3.405034265298935,51.66864176797283
source,-3.401911793893465,51.67042134534605
source,-3.40951708828856,51.671521534436906
source,-3.4309185341943356,51.67503529893698
junction,-3.410867238452163,51.63051207738768
source,-3.419067649030173,51.63066149165489
junction,-3.4111362667364142,51.631117144532006
source,-3.4066029876684043,51.631905832069094
junction,-3.4115437227881396,51.631847871576056
source,-3.4068893301228087,51.632189511180876
source,-3.409320072763161,51.632231118452516
junction,-3.4108498690529863,51.632382688020726
source,-3.412158814480435,51.633838739633894
junction,-3.4169570144902024,51.633850964857075
junction,-3.4186106535242393,51.63388449366505
source,-3.4121227602622106,51.6344084493925
junction,-3.415373796161569,51.63478427025596
junction,-3.4291478571866283,51.63644947917072
junction,-3.417669246275564,51.63833623896007
junction,-3.4167898133517713,51.63921870892899
source,-3.41624685303096,51.63982070286708
junction,-3.4201592964771153,51.64037130621447
source,-3.420384624619718,51.64110276698477
source,-3.421891932808476,51.64146244820318
junction,-3.4319730111785796,51.64204846994346
source,-3.4285422985945697,51.64302119818216
source,-3.4128206616940844,51.64364495813167
source,-3.39087330833286,51.64629266669459
source,-3.423971250821296,51.64852706904635
junction,-3.433889940931103,51.67847053155742
source,-3.3920842043991466,51.68249970328781
junction,-3.379755646180986,51.68406275735179
source,-3.403935439461024,51.68379235943769
source,-3.3794552947891785,51.6842943174016
junction,-3.3836361713177623,51.68591823282694
junction,-3.3869579177221447,51.686071293173946
junction,-3.3945505961327638,51.686932347315
outlet,-3.3975013986091818,51.6871983148993
source,-3.4052353085034133,51.687519918951935
source,-3.379487322091632,51.68845470622227
junction,-3.404178306821509,51.68820937466058
junction,-3.399120989252939,51.68998698711438
source,-3.388857610246488,51.69248884536952
source,-3.416802103020982,51.6931535011429
junction,-3.408914881734392,51.69464220375335
source,-3.412152006663499,51.69605972573923
outlet,-3.3915110054552224,51.697500114108536
junction,-3.4140043121026897,51.700016666256914
junction,-3.4195834398224134,51.700931538505856
junction,-3.3945934865790117,51.701584121614765
source,-3.3946242342844934,51.70161459828355
source,-3.4283100125883244,51.70193892344701
junction,-3.42597743000645,51.7028143836254
junction,-3.4181842930275486,51.70346398396119
junction,-3.4279637426724516,51.704425858639134
junction,-3.427743938667652,51.705589461138715
source,-3.4295279494061166,51.706571695356075
junction,-3.4583277864176973,51.74609641647425
junction,-3.4546565689777156,51.74843491377322
source,-3.4532533573401416,51.75598133824857
source,-3.45228788117063,51.74618876186126
source,-3.449348668908277,51.75029786845956
source,-3.4437136048161654,51.73662829455348
junction,-3.443224929653968,51.73631796843964
source,-3.437272822746152,51.74049630024316
source,-3.436413204757281,51.76044157986242
junction,-3.432417981504222,51.78917565869344
source,-3.4289156693148692,51.78127539993163
junction,-3.4286416216910327,51.78055768830204
source,-3.4238667830154497,51.759810108516376
source,-3.4229476466042503,51.75709891168086
junction,-3.4225597377492636,51.75715288304291
junction,-3.4178145252340295,51.758023534042174
source,-3.4129199650701567,51.745525473216276
source,-3.4098054190280975,51.739223541249885
source,-3.408254797241144,51.75014225801868
source,-3.409467976957373,51.79135493045616
junction,-3.406738339068526,51.75943698247821
source,-3.404170730715399,51.737970675120266
source,-3.403564063075526,51.74097108847369
source,-3.403654778571277,51.758095250012005
source,-3.4642938175119316,51.80133968275331
junction,-3.4637271233884888,51.802287001261604
junction,-3.4633358309382984,51.8355159725006
junction,-3.4626281119112243,51.8337019031272
source,-3.46106236314372,51.834247829757196
outlet,-3.4582182962914962,51.82781625836413
source,-3.4579588330904745,51.82762318843911
source,-3.4540254512944193,51.80984261804462
junction,-3.4531059943066538,51.80791475411457
junction,-3.451670036730578,51.807681807460085
junction,-3.4489227527785222,51.823715627392595
source,-3.4464776664807184,51.79851343653034
junction,-3.445299925282692,51.806211483931804
junction,-3.444180521841921,51.8164850787902
junction,-3.4429933789571288,51.80356345118102
junction,-3.442440630146209,51.80180957706666
junction,-3.441978212623452,51.79862212907706
junction,-3.433183081359146,51.82127588522354
source,-3.433026130125974,51.821455472961865
junction,-3.429767002803792,51.82423211280716
source,-3.42626639881131,51.79286466684055
source,-3.4621736369813214,51.693012353991264
junction,-3.4612455928244237,51.68435585394404
source,-3.460949536012565,51.706647244355125
source,-3.460243088990207,51.68700680277159
junction,-3.45719327586217,51.685367796274434
junction,-3.4570865891814115,51.68591510505414
junction,-3.4556832981738994,51.68547545266412
junction,-3.4534317654191904,51.68639991725665
junction,-3.453273170919106,51.68517008727869
source,-3.4528752140811023,51.68662027042274
source,-3.4495486549534484,51.68671487995364
source,-3.448609603306471,51.701822666589614
junction,-3.448063970236366,51.68585829068435
junction,-3.4478842254883357,51.68368448153491
source,-3.447721422331943,51.686003685944975
source,-3.4481628846203685,51.70382121121518
junction,-3.4435677039490735,51.70383246016387
junction,-3.441210246044896,51.684852972179115
junction,-3.4411934784016576,51.68489436056048
source,-3.4411042416626842,51.6847491585308
source,-3.4403226977484143,51.68628618935422
junction,-3.440225819286568,51.68636965276843
source,-3.439151716357092,51.692700207620256
junction,-3.4351843472892747,51.69013879201054
junction,-3.4678725695116217,51.67015597018383
source,-3.4660424146354427,51.64073512989052
junction,-3.4648567836072326,51.6496476087766
junction,-3.4628528515415304,51.641555058651804
junction,-3.4626153427016377,51.64146333322401
junction,-3.462529097548399,51.64143293604635
source,-3.46103868015956,51.645007077221216
source,-3.4594016101630496,51.62970206214499
source,-3.4604932104715767,51.675959534116345
source,-3.4574492965220642,51.630907948691515
source,-3.4556731880499694,51.63348198604011
source,-3.455250486073557,51.633881972562435
junction,-3.454979047535665,51.63347332757659
source,-3.4528966071940523,51.66475153676345
junction,-3.451724606221755,51.639079346728494
junction,-3.4514864867730064,51.638587286618666
junction,-3.4509611519794343,51.63272844540293
junction,-3.4499501449117513,51.63979976918299
source,-3.4498247642839024,51.63976535014355
source,-3.449631939512455,51.64007210752965
source,-3.4493346167452916,51.63933628433861
junction,-3.4490474528869974,51.66620408330511
source,-3.4456401294401333,51.662675233837945
junction,-3.4453041495750383,51.663239833365786
junction,-3.4360374472438537,51.655211312198226
source,-3.4343447857090696,51.67783312019788
source,-3.4328093578120313,51.63627275329137
source,-3.4734962049903815,51.70991316402024
