easting,northing,relief
313600,514200,0.5514084
313650,514200,0.5274589
313700,514200,0.51269
313750,514200,0.5101781
313800,514200,0.52124244
313850,514200,0.5291771
313900,514200,0.53847694
313950,514200,0.54437846
314000,514200,0.55231404
314050,514200,0.5551432
314100,514200,0.54801947
314150,514200,0.5426535
314200,514200,0.5355592
314250,514200,0.5291866
314300,514200,0.5341053
314350,514200,0.543238
314400,514200,0.5519329
314450,514200,0.5588836
314500,514200,0.561342
314550,514200,0.5617526
314600,514200,0.5686824
314650,514200,0.57093173
314700,514200,0.5666934
314750,514200,0.5698087
314800,514200,0.58015144
314850,514200,0.58460337
314900,514200,0.59147406
314950,514200,0.59713393
315000,514200,0.59833807
315050,514200,0.5922559
315100,514200,0.58720845
315150,514200,0.5901731
315200,514200,0.5941733
315250,514200,0.5954043
315300,514200,0.58015275
315350,514200,0.5678483
315400,514200,0.5833639
315450,514200,0.58902925
315500,514200,0.5780639
315550,514200,0.57156026
315600,514200,0.5704492
315650,514200,0.58486825
315700,514200,0.58566326
315750,514200,0.58138657
315800,514200,0.57082343
315850,514200,0.56997204
315900,514200,0.55996853
315950,514200,0.55176616
316000,514200,0.5426767
316050,514200,0.5544744
316100,514200,0.5491885
316150,514200,0.54796946
316200,514200,0.54070985
316250,514200,0.53106165
316300,514200,0.50724036
316350,514200,0.51597285
316400,514200,0.522664
316450,514200,0.52133125
316500,514200,0.52640706
316550,514200,0.52909034
316600,514200,0.49620652
316650,514200,0.44359154
316700,514200,0.42821226
316750,514200,0.45893657
316800,514200,0.46584758
316850,514200,0.46020615
316900,514200,0.45689854
316950,514200,0.45779294
317000,514200,0.45148048
317050,514200,0.45986104
317100,514200,0.46919733
317150,514200,0.4635879
317200,514200,0.4660847
317250,514200,0.47791567
317300,514200,0.4986142
317350,514200,0.5081026
317400,514200,0.5400621
317450,514200,0.57919896
317500,514200,0.61812764
317550,514200,0.6822973
317600,514200,0.6905474
317650,514200,0.6533458
317700,514200,0.5956964
317750,514200,0.5967523
317800,514200,0.68998086
317850,514200,0.7895849
317900,514200,0.8084046
317950,514200,0.8016568
318000,514200,0.77211857
318050,514200,0.59268725
318100,514200,0.42923066
318150,514200,0.39648852
318200,514200,0.39503106
318250,514200,0.44116855
318300,514200,0.4873962
318350,514200,0.5105081
318400,514200,0.5425483
318450,514200,0.564467
318500,514200,0.55786085
318550,514200,0.5480225
318600,514200,0.5401502
318650,514200,0.54745066
318700,514200,0.5450487
318750,514200,0.5549813
318800,514200,0.5601619
318850,514200,0.56393707
318900,514200,0.52397394
318950,514200,0.5102608
319000,514200,0.55553186
319050,514200,0.5711954
319100,514200,0.57347775
319150,514200,0.59808564
319200,514200,0.6328093
319250,514200,0.6524083
319300,514200,0.6475328
319350,514200,0.64663756
319400,514200,0.6468871
319450,514200,0.644152
319500,514200,0.64501476
319550,514200,0.65074706
319600,514200,0.6620328
319650,514200,0.6528011
319700,514200,0.6387473
319750,514200,0.63495207
319800,514200,0.63419306
319850,514200,0.63805056
319900,514200,0.6316553
319950,514200,0.6397509
320000,514200,0.640031
320050,514200,0.6583512
320100,514200,0.657998
320150,514200,0.6561563
320200,514200,0.6119806
320250,514200,0.6121345
320300,514200,0.641838
320350,514200,0.67974615
320400,514200,0.7130799
320450,514200,0.72772163
320500,514200,0.74685824
320550,514200,0.7375421
320600,514200,0.7198451
320650,514200,0.6879972
320700,514200,0.66989094
320750,514200,0.6898261
320800,514200,0.7243037
320850,514200,0.7101887
320900,514200,0.6718982
320950,514200,0.662918
321000,514200,0.7225004
321050,514200,0.7567369
321100,514200,0.7479937
321150,514200,0.72036475
321200,514200,0.66878515
321250,514200,0.6056707
321300,514200,0.54548347
321350,514200,0.5315189
321400,514200,0.5431307
321450,514200,0.55395293
321500,514200,0.57538617
321550,514200,0.5895948
321600,514200,0.5886111
321650,514200,0.60776305
321700,514200,0.62585104
321750,514200,0.6511946
321800,514200,0.6839362
321850,514200,0.672627
321900,514200,0.63600713
321950,514200,0.6375238
322000,514200,0.6448686
322050,514200,0.6473324
322100,514200,0.6567582
322150,514200,0.6499926
322200,514200,0.6374104
322250,514200,0.61026675
322300,514200,0.59293455
322350,514200,0.5914529
322400,514200,0.6085856
322450,514200,0.5962397
322500,514200,0.56686467
322550,514200,0.5467816
322600,514200,0.53925437
322650,514200,0.53085
322700,514200,0.52583
322750,514200,0.5155109
322800,514200,0.50682276
322850,514200,0.5192006
322900,514200,0.5175641
322950,514200,0.48203427
323000,514200,0.47615394
323050,514200,0.49148303
323100,514200,0.46920535
323150,514200,0.42870003
323200,514200,0.37775072
323250,514200,0.36362755
323300,514200,0.38039768
323350,514200,0.39110044
323400,514200,0.3905016
323450,514200,0.39327666
323500,514200,0.4014872
323550,514200,0.39743054
323600,514200,0.40650597
323650,514200,0.40791082
323700,514200,0.40015247
323750,514200,0.42639512
323800,514200,0.44634134
323850,514200,0.45400238
323900,514200,0.45496532
323950,514200,0.46172357
324000,514200,0.4759659
324050,514200,0.47837138
324100,514200,0.46390384
324150,514200,0.46547005
324200,514200,0.48299423
324250,514200,0.5202823
324300,514200,0.5783762
324350,514200,0.5961801
324400,514200,0.58296776
324450,514200,0.58111686
324500,514200,0.56111014
324550,514200,0.5259771
324600,514200,0.4962133
324650,514200,0.49923977
324700,514200,0.496068
324750,514200,0.48663637
324800,514200,0.5016711
324850,514200,0.5392365
324900,514200,0.5453397
324950,514200,0.5254194
325000,514200,0.5116563
325050,514200,0.5229644
325100,514200,0.5444926
325150,514200,0.56216633
325200,514200,0.5845383
325250,514200,0.5754405
325300,514200,0.55693394
325350,514200,0.52264845
325400,514200,0.48204494
325450,514200,0.5469559
325500,514200,0.64032716
325550,514200,0.66491187
325600,514200,0.6613762
325650,514200,0.6444527
325700,514200,0.65444505
325750,514200,0.6567491
325800,514200,0.6521335
325850,514200,0.64301103
325900,514200,0.6512693
325950,514200,0.6569242
326000,514200,0.6605465
326050,514200,0.6524316
326100,514200,0.6551188
326150,514200,0.66631013
326200,514200,0.68539363
326250,514200,0.6790871
326300,514200,0.67781013
326350,514200,0.6595963
326400,514200,0.6607692
326450,514200,0.64136326
326500,514200,0.60960305
326550,514200,0.5794286
326600,514200,0.59837055
326650,514200,0.62585473
326700,514200,0.6334394
326750,514200,0.6129407
326800,514200,0.59537894
326850,514200,0.6109867
326900,514200,0.6551427
326950,514200,0.6734187
327000,514200,0.6497643
327050,514200,0.6458847
327100,514200,0.6349128
327150,514200,0.60301745
327200,514200,0.6218731
327250,514200,0.63254035
327300,514200,0.6354791
327350,514200,0.6372595
327400,514200,0.6451041
327450,514200,0.6699493
327500,514200,0.69602096
327550,514200,0.6848721
327600,514200,0.66024196
327650,514200,0.66709584
327700,514200,0.68613195
327750,514200,0.6784089
327800,514200,0.65323645
327850,514200,0.64119846
327900,514200,0.65048236
327950,514200,0.65597063
328000,514200,0.64041084
328050,514200,0.62692696
328100,514200,0.61592555
328150,514200,0.631156
328200,514200,0.6381015
328250,514200,0.62513113
328300,514200,0.64649355
328350,514200,0.6687354
328400,514200,0.6704353
328450,514200,0.6684741
328500,514200,0.6816828
328550,514200,0.7006192
328600,514200,0.723001
328650,514200,0.7373853
313600,514150,0.5956108
313650,514150,0.59778064
313700,514150,0.5943191
313750,514150,0.5879292
313800,514150,0.58303505
313850,514150,0.57178575
313900,514150,0.56074435
313950,514150,0.551999
314000,514150,0.5460931
314050,514150,0.54553884
314100,514150,0.5483488
314150,514150,0.5553781
314200,514150,0.5577525
314250,514150,0.55776995
314300,514150,0.5649127
314350,514150,0.56824905
314400,514150,0.5681585
314450,514150,0.5730912
314500,514150,0.57910335
314550,514150,0.58
314600,514150,0.5815139
314650,514150,0.5860717
314700,514150,0.58420897
314750,514150,0.57910335
314800,514150,0.57180715
314850,514150,0.56782645
314900,514150,0.57432914
314950,514150,0.58666986
315000,514150,0.5894649
315050,514150,0.58718425
315100,514150,0.5886216
315150,514150,0.59658915
315200,514150,0.5991205
315250,514150,0.589855
315300,514150,0.57967013
315350,514150,0.57573396
315400,514150,0.581735
315450,514150,0.577685
315500,514150,0.5570265
315550,514150,0.5605113
315600,514150,0.5730417
315650,514150,0.5839765
315700,514150,0.5727332
315750,514150,0.5509719
315800,514150,0.54123396
315850,514150,0.55361366
315900,514150,0.5716253
315950,514150,0.57773674
316000,514150,0.5660313
316050,514150,0.54922765
316100,514150,0.5331973
316150,514150,0.53940475
316200,514150,0.5395112
316250,514150,0.5363175
316300,514150,0.52976197
316350,514150,0.52238816
316400,514150,0.5124675
316450,514150,0.5150254
316500,514150,0.5134421
316550,514150,0.5037128
316600,514150,0.4796766
316650,514150,0.45475146
316700,514150,0.4695046
316750,514150,0.4874116
316800,514150,0.49141043
316850,514150,0.48464513
316900,514150,0.47360831
316950,514150,0.46612948
317000,514150,0.4614889
317050,514150,0.46779406
317100,514150,0.4776554
317150,514150,0.47890982
317200,514150,0.473533
317250,514150,0.47099078
317300,514150,0.46149966
317350,514150,0.46637934
317400,514150,0.47975528
317450,514150,0.5121882
317500,514150,0.544765
317550,514150,0.5972345
317600,514150,0.64456385
317650,514150,0.6600218
317700,514150,0.59992164
317750,514150,0.6138654
317800,514150,0.6962442
317850,514150,0.77564406
317900,514150,0.80556977
317950,514150,0.79879045
318000,514150,0.75310373
318050,514150,0.5694107
318100,514150,0.42916304
318150,514150,0.40650114
318200,514150,0.4321105
318250,514150,0.47930852
318300,514150,0.516923
318350,514150,0.5214154
318400,514150,0.5296881
318450,514150,0.5430852
318500,514150,0.5458584
318550,514150,0.5468476
318600,514150,0.52673745
318650,514150,0.5388644
318700,514150,0.5533665
318750,514150,0.5626234
318800,514150,0.56889224
318850,514150,0.5566326
318900,514150,0.52726465
318950,514150,0.52346647
319000,514150,0.56206083
319050,514150,0.57310826
319100,514150,0.57882774
319150,514150,0.6079016
319200,514150,0.63538796
319250,514150,0.6502606
319300,514150,0.6491744
319350,514150,0.6452505
319400,514150,0.64744383
319450,514150,0.64499015
319500,514150,0.64600235
319550,514150,0.6527432
319600,514150,0.66450685
319650,514150,0.65284157
319700,514150,0.6328217
319750,514150,0.6343439
319800,514150,0.6430372
319850,514150,0.6524615
319900,514150,0.64804155
319950,514150,0.63260186
320000,514150,0.63236177
320050,514150,0.6290933
320100,514150,0.6218085
320150,514150,0.63643235
320200,514150,0.6097071
320250,514150,0.61567676
320300,514150,0.6527792
320350,514150,0.68540144
320400,514150,0.700497
320450,514150,0.68153167
320500,514150,0.6647255
320550,514150,0.63784117
320600,514150,0.59391904
320650,514150,0.56342113
320700,514150,0.5653067
320750,514150,0.58114004
320800,514150,0.58656925
320850,514150,0.59295475
320900,514150,0.5976421
320950,514150,0.59586406
321000,514150,0.66408145
321050,514150,0.7069657
321100,514150,0.67983335
321150,514150,0.6798299
321200,514150,0.68416566
321250,514150,0.6221913
321300,514150,0.5163718
321350,514150,0.49442083
321400,514150,0.52589273
321450,514150,0.55553186
321500,514150,0.56373173
321550,514150,0.557724
321600,514150,0.561904
321650,514150,0.5832982
321700,514150,0.6114591
321750,514150,0.6285308
321800,514150,0.658005
321850,514150,0.67616695
321900,514150,0.6756843
321950,514150,0.67561513
322000,514150,0.67488945
322050,514150,0.6668904
322100,514150,0.66946596
322150,514150,0.66396266
322200,514150,0.64792997
322250,514150,0.62551975
322300,514150,0.6105515
322350,514150,0.6105852
322400,514150,0.6051128
322450,514150,0.58144456
322500,514150,0.5482772
322550,514150,0.53364253
322600,514150,0.5324315
322650,514150,0.52427745
322700,514150,0.50833875
322750,514150,0.48723075
322800,514150,0.48539165
322850,514150,0.50616646
322900,514150,0.5052486
322950,514150,0.45875573
323000,514150,0.43251204
323050,514150,0.4350127
323100,514150,0.4026505
323150,514150,0.36625147
323200,514150,0.34696406
323250,514150,0.3545316
323300,514150,0.39650944
323350,514150,0.40182608
323400,514150,0.39393845
323450,514150,0.40643445
323500,514150,0.42780504
323550,514150,0.4348068
323600,514150,0.43007037
323650,514150,0.43897045
323700,514150,0.44729662
323750,514150,0.45948258
323800,514150,0.47724503
323850,514150,0.48947012
323900,514150,0.4978726
323950,514150,0.48788044
324000,514150,0.4866205
324050,514150,0.48039877
324100,514150,0.47985092
324150,514150,0.4869223
324200,514150,0.51005465
324250,514150,0.5440113
324300,514150,0.5742559
324350,514150,0.562102
324400,514150,0.53777695
324450,514150,0.53206396
324500,514150,0.51828676
324550,514150,0.5078611
324600,514150,0.49539253
324650,514150,0.51456505
324700,514150,0.51724833
324750,514150,0.51113087
324800,514150,0.5300341
324850,514150,0.54602784
324900,514150,0.53009033
324950,514150,0.5160031
325000,514150,0.51758784
325050,514150,0.5319224
325100,514150,0.54613954
325150,514150,0.5425141
325200,514150,0.54413486
325250,514150,0.5361464
325300,514150,0.52813244
325350,514150,0.48693532
325400,514150,0.48343602
325450,514150,0.5697246
325500,514150,0.6533139
325550,514150,0.66674113
325600,514150,0.6605017
325650,514150,0.6511034
325700,514150,0.6598187
325750,514150,0.6582357
325800,514150,0.6561339
325850,514150,0.65156275
325900,514150,0.6598193
325950,514150,0.6613426
326000,514150,0.6560368
326050,514150,0.6515119
326100,514150,0.65516657
326150,514150,0.6532517
326200,514150,0.6694713
326250,514150,0.6588996
326300,514150,0.6470788
326350,514150,0.6312602
326400,514150,0.6283593
326450,514150,0.6141547
326500,514150,0.5836656
326550,514150,0.56855327
326600,514150,0.5920859
326650,514150,0.6107403
326700,514150,0.6072081
326750,514150,0.6162357
326800,514150,0.6325782
326850,514150,0.6492146
326900,514150,0.64473456
326950,514150,0.6538668
327000,514150,0.64383453
327050,514150,0.61783487
327100,514150,0.61659825
327150,514150,0.60581577
327200,514150,0.64524996
327250,514150,0.68080634
327300,514150,0.6897836
327350,514150,0.6692644
327400,514150,0.6502965
327450,514150,0.6679817
327500,514150,0.68519014
327550,514150,0.67712307
327600,514150,0.6767302
327650,514150,0.7096956
327700,514150,0.7136468
327750,514150,0.68507016
327800,514150,0.65508705
327850,514150,0.6451041
327900,514150,0.6496842
327950,514150,0.6514883
328000,514150,0.6391355
328050,514150,0.6287294
328100,514150,0.6199447
328150,514150,0.62588364
328200,514150,0.65451616
328250,514150,0.6566078
328300,514150,0.66000336
328350,514150,0.6707997
328400,514150,0.6770198
328450,514150,0.6878714
328500,514150,0.70206
328550,514150,0.7120018
328600,514150,0.7261772
328650,514150,0.73356164
313600,514100,0.628992
313650,514100,0.63213
313700,514100,0.6325008
313750,514100,0.6334083
313800,514100,0.63454
313850,514100,0.62359196
313900,514100,0.6068755
313950,514100,0.60262305
314000,514100,0.5990516
314050,514100,0.595409
314100,514100,0.5919199
314150,514100,0.5899426
314200,514100,0.5907578
314250,514100,0.5931167
314300,514100,0.6051325
314350,514100,0.60867506
314400,514100,0.6084902
314450,514100,0.6084902
314500,514100,0.6113654
314550,514100,0.61318296
314600,514100,0.61199325
314650,514100,0.6079715
314700,514100,0.59955144
314750,514100,0.5871449
314800,514100,0.58387715
314850,514100,0.5844369
314900,514100,0.5833096
314950,514100,0.58525836
315000,514100,0.58611524
315050,514100,0.58101314
315100,514100,0.5833096
315150,514100,0.5975445
315200,514100,0.6016946
315250,514100,0.5894501
315300,514100,0.5788267
315350,514100,0.57967013
315400,514100,0.58904815
315450,514100,0.588533
315500,514100,0.5730493
315550,514100,0.5756991
315600,514100,0.5859425
315650,514100,0.5768745
315700,514100,0.55667037
315750,514100,0.53330106
315800,514100,0.5373617
315850,514100,0.55548954
315900,514100,0.56980413
315950,514100,0.5842744
316000,514100,0.58944005
316050,514100,0.5714068
316100,514100,0.5477455
316150,514100,0.53474766
316200,514100,0.5466261
316250,514100,0.53600234
316300,514100,0.53083986
316350,514100,0.5249896
316400,514100,0.5207598
316450,514100,0.5085458
316500,514100,0.5027281
316550,514100,0.4966333
316600,514100,0.46936128
316650,514100,0.44350156
316700,514100,0.443365
316750,514100,0.45834422
316800,514100,0.46209505
316850,514100,0.47118655
316900,514100,0.48012605
316950,514100,0.47979993
317000,514100,0.47217047
317050,514100,0.4704889
317100,514100,0.47833684
317150,514100,0.48567092
317200,514100,0.48285383
317250,514100,0.47070655
317300,514100,0.4647934
317350,514100,0.46666777
317400,514100,0.47304136
317450,514100,0.49656463
317500,514100,0.51592094
317550,514100,0.5430573
317600,514100,0.5719243
317650,514100,0.6049765
317700,514100,0.6146802
317750,514100,0.6632065
317800,514100,0.7151639
317850,514100,0.75881106
317900,514100,0.7919405
317950,514100,0.7865016
318000,514100,0.72813576
318050,514100,0.55114573
318100,514100,0.4392435
318150,514100,0.4293539
318200,514100,0.46758428
318250,514100,0.5093412
318300,514100,0.5319754
318350,514100,0.52500147
318400,514100,0.50842094
318450,514100,0.5196302
318500,514100,0.5342774
318550,514100,0.5391121
318600,514100,0.5184983
318650,514100,0.5344996
318700,514100,0.5764656
318750,514100,0.55470896
318800,514100,0.553558
318850,514100,0.53917986
318900,514100,0.53354
318950,514100,0.5373761
319000,514100,0.56389326
319050,514100,0.5780589
319100,514100,0.5901694
319150,514100,0.6182216
319200,514100,0.64153564
319250,514100,0.6514029
319300,514100,0.6544201
319350,514100,0.6459095
319400,514100,0.6410549
319450,514100,0.6409817
319500,514100,0.6432092
319550,514100,0.65334266
319600,514100,0.6663223
319650,514100,0.6573305
319700,514100,0.6352511
319750,514100,0.64114463
319800,514100,0.6506457
319850,514100,0.6562895
319900,514100,0.65578115
319950,514100,0.6303838
320000,514100,0.6286395
320050,514100,0.61885166
320100,514100,0.6120864
320150,514100,0.61633146
320200,514100,0.63721824
320250,514100,0.6307426
320300,514100,0.6689103
320350,514100,0.6587204
320400,514100,0.65695274
320450,514100,0.64412427
320500,514100,0.6490778
320550,514100,0.62343985
320600,514100,0.5601752
320650,514100,0.5344534
320700,514100,0.55102456
320750,514100,0.56824905
320800,514100,0.58046156
320850,514100,0.5874836
320900,514100,0.592505
320950,514100,0.5907098
321000,514100,0.6347609
321050,514100,0.6477081
321100,514100,0.6233309
321150,514100,0.6283274
321200,514100,0.62949616
321250,514100,0.59930223
321300,514100,0.50794846
321350,514100,0.48514494
321400,514100,0.5512696
321450,514100,0.5849534
321500,514100,0.5537702
321550,514100,0.517048
321600,514100,0.5207393
321650,514100,0.56418467
321700,514100,0.59492105
321750,514100,0.6062609
321800,514100,0.6404175
321850,514100,0.6766434
321900,514100,0.7114611
321950,514100,0.7177976
322000,514100,0.71896565
322050,514100,0.7061935
322100,514100,0.6867463
322150,514100,0.6661035
322200,514100,0.6417095
322250,514100,0.62783426
322300,514100,0.6181189
322350,514100,0.6048289
322400,514100,0.58104527
322450,514100,0.5638183
322500,514100,0.54663116
322550,514100,0.54636836
322600,514100,0.5460674
322650,514100,0.52801317
322700,514100,0.49306938
322750,514100,0.45780197
322800,514100,0.44443682
322850,514100,0.4522571
322900,514100,0.44887182
322950,514100,0.4291326
323000,514100,0.4207627
323050,514100,0.4350847
323100,514100,0.41565317
323150,514100,0.37755606
323200,514100,0.3770928
323250,514100,0.37979937
323300,514100,0.3884552
323350,514100,0.40795982
323400,514100,0.41352242
323450,514100,0.43386352
323500,514100,0.4569506
323550,514100,0.46472088
323600,514100,0.45703143
323650,514100,0.45820203
323700,514100,0.4776738
323750,514100,0.5041438
323800,514100,0.530476
323850,514100,0.5253788
323900,514100,0.5163194
323950,514100,0.51022863
324000,514100,0.5062419
324050,514100,0.50093454
324100,514100,0.50252175
324150,514100,0.5032073
324200,514100,0.52420557
324250,514100,0.56110895
324300,514100,0.5695784
324350,514100,0.54307526
324400,514100,0.52037024
324450,514100,0.5224712
324500,514100,0.52052826
324550,514100,0.5126132
324600,514100,0.508199
324650,514100,0.5286597
324700,514100,0.5364636
324750,514100,0.5270665
324800,514100,0.5486579
324850,514100,0.5542034
324900,514100,0.54441786
324950,514100,0.5391577
325000,514100,0.5311708
325050,514100,0.53300476
325100,514100,0.5391577
325150,514100,0.53442013
325200,514100,0.52674264
325250,514100,0.51815075
325300,514100,0.48993272
325350,514100,0.48306406
325400,514100,0.5301462
325450,514100,0.6155287
325500,514100,0.6622992
325550,514100,0.658774
325600,514100,0.6533552
325650,514100,0.64600474
325700,514100,0.6459815
325750,514100,0.6449149
325800,514100,0.6458112
325850,514100,0.6458112
325900,514100,0.64215624
325950,514100,0.64691687
326000,514100,0.6496842
326050,514100,0.6506196
326100,514100,0.6497077
326150,514100,0.64504224
326200,514100,0.65250903
326250,514100,0.66013825
326300,514100,0.6377149
326350,514100,0.6266429
326400,514100,0.60560364
326450,514100,0.5957312
326500,514100,0.57575667
326550,514100,0.58845353
326600,514100,0.6192832
326650,514100,0.6257276
326700,514100,0.61858827
326750,514100,0.64848125
326800,514100,0.66990596
326850,514100,0.66137606
326900,514100,0.61223257
326950,514100,0.5986227
327000,514100,0.6148056
327050,514100,0.60024416
327100,514100,0.6080147
327150,514100,0.6317294
327200,514100,0.6771685
327250,514100,0.71943676
327300,514100,0.72043484
327350,514100,0.68518215
327400,514100,0.6549638
327450,514100,0.6702194
327500,514100,0.6818688
327550,514100,0.6856982
327600,514100,0.7041701
327650,514100,0.7278978
327700,514100,0.7111761
327750,514100,0.6657733
327800,514100,0.6496293
327850,514100,0.64504224
327900,514100,0.6451041
327950,514100,0.6496998
328000,514100,0.64204144
328050,514100,0.63278484
328100,514100,0.6332387
328150,514100,0.64150476
328200,514100,0.66878796
328250,514100,0.6796538
328300,514100,0.6622979
328350,514100,0.6647844
328400,514100,0.6688818
328450,514100,0.690587
328500,514100,0.7113221
328550,514100,0.7176198
328600,514100,0.7256567
328650,514100,0.73177296
313600,514050,0.64656365
313650,514050,0.6409236
313700,514050,0.6383033
313750,514050,0.6383033
313800,514050,0.63927186
313850,514050,0.6364835
313900,514050,0.6356167
313950,514050,0.63750106
314000,514050,0.6393782
314050,514050,0.63836384
314100,514050,0.6370937
314150,514050,0.63000417
314200,514050,0.6222304
314250,514050,0.62030244
314300,514050,0.6249132
314350,514050,0.62797683
314400,514050,0.62560767
314450,514050,0.6267803
314500,514050,0.6296085
314550,514050,0.6314267
314600,514050,0.62968576
314650,514050,0.622675
314700,514050,0.6152652
314750,514050,0.60744405
314800,514050,0.60883844
314850,514050,0.61848855
314900,514050,0.62135386
314950,514050,0.61958
315000,514050,0.6139716
315050,514050,0.5993465
315100,514050,0.5978271
315150,514050,0.60357636
315200,514050,0.59079427
315250,514050,0.5706609
315300,514050,0.55993956
315350,514050,0.55767214
315400,514050,0.56396425
315450,514050,0.5768376
315500,514050,0.58227783
315550,514050,0.5835513
315600,514050,0.57958496
315650,514050,0.5624522
315700,514050,0.5501024
315750,514050,0.5480077
315800,514050,0.565581
315850,514050,0.5863485
315900,514050,0.58946925
315950,514050,0.5844313
316000,514050,0.5729733
316050,514050,0.5536696
316100,514050,0.5532739
316150,514050,0.56236494
316200,514050,0.56024003
316250,514050,0.54229856
316300,514050,0.5399976
316350,514050,0.52927375
316400,514050,0.5156708
316450,514050,0.505457
316500,514050,0.50247675
316550,514050,0.49970445
316600,514050,0.4869352
316650,514050,0.47979993
316700,514050,0.48119164
316750,514050,0.48294574
316800,514050,0.47132123
316850,514050,0.47560295
316900,514050,0.47808766
316950,514050,0.48151967
317000,514050,0.47701535
317050,514050,0.47977388
317100,514050,0.4890808
317150,514050,0.4876167
317200,514050,0.4817161
317250,514050,0.47515774
317300,514050,0.48267612
317350,514050,0.48938647
317400,514050,0.49706075
317450,514050,0.5088724
317500,514050,0.52189696
317550,514050,0.52230275
317600,514050,0.5309616
317650,514050,0.5457958
317700,514050,0.5662181
317750,514050,0.61378837
317800,514050,0.6742149
317850,514050,0.70077604
317900,514050,0.7298216
317950,514050,0.73899704
318000,514050,0.6982258
318050,514050,0.5554915
318100,514050,0.46946934
318150,514050,0.4738769
318200,514050,0.49215877
318250,514050,0.5176013
318300,514050,0.5216446
318350,514050,0.50856674
318400,514050,0.4945922
318450,514050,0.49554998
318500,514050,0.52343655
318550,514050,0.5506865
318600,514050,0.5570589
318650,514050,0.56123054
318700,514050,0.5842528
318750,514050,0.55654496
318800,514050,0.53681755
318850,514050,0.5206762
318900,514050,0.53796166
318950,514050,0.5766627
319000,514050,0.5733505
319050,514050,0.5796271
319100,514050,0.6016543
319150,514050,0.6247882
319200,514050,0.6403925
319250,514050,0.6559314
319300,514050,0.6661725
319350,514050,0.65347093
319400,514050,0.63249046
319450,514050,0.6351005
319500,514050,0.6440699
319550,514050,0.65335554
319600,514050,0.6626303
319650,514050,0.6577276
319700,514050,0.65250903
319750,514050,0.6640049
319800,514050,0.6623976
319850,514050,0.65493435
319900,514050,0.6469803
319950,514050,0.63083196
320000,514050,0.6092463
320050,514050,0.6047546
320100,514050,0.6047546
320150,514050,0.6214078
320200,514050,0.6217347
320250,514050,0.6248227
320300,514050,0.6364363
320350,514050,0.62921375
320400,514050,0.61364573
320450,514050,0.6352422
320500,514050,0.6510828
320550,514050,0.62425005
320600,514050,0.56265163
320650,514050,0.5528583
320700,514050,0.5673462
320750,514050,0.5731456
320800,514050,0.58990043
320850,514050,0.5965066
320900,514050,0.5974341
320950,514050,0.6019767
321000,514050,0.6237425
321050,514050,0.62166107
321100,514050,0.60260904
321150,514050,0.6301217
321200,514050,0.6269586
321250,514050,0.60749626
321300,514050,0.5869552
321350,514050,0.56069887
321400,514050,0.60756993
321450,514050,0.6218851
321500,514050,0.5464317
321550,514050,0.47867474
321600,514050,0.50854295
321650,514050,0.574489
321700,514050,0.5813533
321750,514050,0.5805454
321800,514050,0.6194602
321850,514050,0.6779047
321900,514050,0.7280409
321950,514050,0.73330265
322000,514050,0.70763105
322050,514050,0.7182973
322100,514050,0.6838036
322150,514050,0.64661056
322200,514050,0.6210716
322250,514050,0.62187093
322300,514050,0.615074
322350,514050,0.6118366
322400,514050,0.6047794
322450,514050,0.5925546
322500,514050,0.563038
322550,514050,0.54859537
322600,514050,0.53888446
322650,514050,0.51050335
322700,514050,0.46323255
322750,514050,0.43220174
322800,514050,0.4113926
322850,514050,0.41552287
322900,514050,0.41572496
322950,514050,0.41683558
323000,514050,0.42940778
323050,514050,0.4499527
323100,514050,0.4477337
323150,514050,0.41496176
323200,514050,0.4060299
323250,514050,0.41352242
323300,514050,0.4301417
323350,514050,0.4526922
323400,514050,0.44882932
323450,514050,0.4599319
323500,514050,0.48165935
323550,514050,0.4791517
323600,514050,0.48677042
323650,514050,0.5103897
323700,514050,0.531171
323750,514050,0.54360694
323800,514050,0.5538281
323850,514050,0.5425639
323900,514050,0.5260501
323950,514050,0.51772434
324000,514050,0.5134922
324050,514050,0.5125291
324100,514050,0.508339
324150,514050,0.51625055
324200,514050,0.5232494
324250,514050,0.5506203
324300,514050,0.54628307
324350,514050,0.5170947
324400,514050,0.5092823
324450,514050,0.5261782
324500,514050,0.5354401
324550,514050,0.53425705
324600,514050,0.5328878
324650,514050,0.5319448
324700,514050,0.52407223
324750,514050,0.52229154
324800,514050,0.5547392
324850,514050,0.5752952
324900,514050,0.567182
324950,514050,0.55527
325000,514050,0.5321444
325050,514050,0.5216798
325100,514050,0.520808
325150,514050,0.512104
325200,514050,0.51101667
325250,514050,0.5037225
325300,514050,0.50084937
325350,514050,0.5312412
325400,514050,0.60071486
325450,514050,0.65965784
325500,514050,0.6578531
325550,514050,0.65333146
325600,514050,0.65515864
325650,514050,0.6459815
325700,514050,0.6441533
325750,514050,0.6404275
325800,514050,0.6394543
325850,514050,0.64315265
325900,514050,0.6449149
325950,514050,0.6486512
326000,514050,0.6514883
326050,514050,0.6506079
326100,514050,0.64877605
326150,514050,0.6451041
326200,514050,0.64896876
326250,514050,0.65135
326300,514050,0.64968616
326350,514050,0.628418
326400,514050,0.6089044
326450,514050,0.5924325
326500,514050,0.5905646
326550,514050,0.5952845
326600,514050,0.616431
326650,514050,0.6259492
326700,514050,0.62575406
326750,514050,0.63193953
326800,514050,0.63036144
